site_code,quadrat_num,species_code,PFT_fine,PFT_coarse,height
OGILVIE,70m,RUBCHA,FORBS,FORBS,8.333333333
OGILVIE,70m,CETCUC,LICHENS,LICHENS,6
OGILVIE,70m,CLAMIT,LICHENS,LICHENS,6.666666667
OGILVIE,70m,CLASTY,LICHENS,LICHENS,7.333333333
OGILVIE,70m,CAREX,SEDGES,GRAMINOIDS,24
OGILVIE,80m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,4.5
OGILVIE,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,14.33333333
OGILVIE,80m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.333333333
OGILVIE,80m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.666666667
OGILVIE,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6
OGILVIE,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5.666666667
OGILVIE,80m,PETFRI,FORBS,FORBS,3
OGILVIE,80m,RUBCHA,FORBS,FORBS,6.333333333
OGILVIE,80m,CETCUC,LICHENS,LICHENS,2
OGILVIE,80m,CETISL,LICHENS,LICHENS,3
OGILVIE,80m,CLASTE,LICHENS,LICHENS,2
OGILVIE,80m,CLASTY,LICHENS,LICHENS,2
OGILVIE,80m,PELTI,LICHENS,LICHENS,1
OGILVIE,80m,CAREX,SEDGES,GRAMINOIDS,23
OGILVIE,80m,ERIOP,SEDGES,GRAMINOIDS,9
OGILVIE,90m,ARCTO,DECIDUOUS SHRUBS,SHRUBS,6.666666667
OGILVIE,90m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,14
OGILVIE,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,8.333333333
OGILVIE,90m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.666666667
OGILVIE,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,6.333333333
OGILVIE,90m,RUBCHA,FORBS,FORBS,6.666666667
OGILVIE,90m,MASRIC,LICHENS,LICHENS,5.666666667
OGILVIE,90m,PELAPH,LICHENS,LICHENS,4.666666667
OGILVIE,90m,PICMAR,TREES,TREES,13.33333333
PAGE,0m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3
PAGE,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4
PAGE,0m,CASTET,EVERGREEN SHRUBS,SHRUBS,6.333333333
PAGE,0m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,4
PAGE,0m,LAGGLA,FORBS,FORBS,10
PAGE,0m,PETFRI,FORBS,FORBS,8.666666667
PAGE,0m,POLBIS,FORBS,FORBS,4.333333333
PAGE,0m,EQUIS,HORSETAILS,FORBS,13
PAGE,0m,CLASTE,LICHENS,LICHENS,1
PAGE,0m,CLASTY,LICHENS,LICHENS,2
PAGE,0m,DACARC,LICHENS,LICHENS,1
PAGE,0m,LICHEN,LICHENS,LICHENS,2
PAGE,0m,MASRIC,LICHENS,LICHENS,1
PAGE,0m,PELAPH,LICHENS,LICHENS,1
PAGE,0m,THAMN,LICHENS,LICHENS,2
PAGE,0m,CAREX,SEDGES,GRAMINOIDS,8.333333333
PAGE,10m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,15
PAGE,10m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3
PAGE,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6.333333333
PAGE,10m,CASTET,EVERGREEN SHRUBS,SHRUBS,12
PAGE,10m,DRYAS,EVERGREEN SHRUBS,SHRUBS,4.666666667
PAGE,10m,LAGGLA,FORBS,FORBS,7
PAGE,10m,PETFRI,FORBS,FORBS,13.66666667
PAGE,10m,DACARC,LICHENS,LICHENS,1
PAGE,10m,CAREX,SEDGES,GRAMINOIDS,11.66666667
PAGE,20m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,13.66666667
PAGE,20m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3.333333333
PAGE,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,3.333333333
PAGE,20m,CASTET,EVERGREEN SHRUBS,SHRUBS,5
PAGE,20m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,3
PAGE,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
PAGE,20m,LAGGLA,FORBS,FORBS,7
PAGE,20m,PARNUD,FORBS,FORBS,5
PAGE,20m,PETFRI,FORBS,FORBS,9.333333333
PAGE,20m,POLBIS,FORBS,FORBS,4.666666667
PAGE,20m,PYROL,FORBS,FORBS,2
PAGE,20m,CETCUC,LICHENS,LICHENS,2.333333333
PAGE,20m,CLASTE,LICHENS,LICHENS,3
PAGE,20m,DACARC,LICHENS,LICHENS,2
PAGE,20m,PELAPH,LICHENS,LICHENS,1
PAGE,20m,THAMN,LICHENS,LICHENS,2
PAGE,20m,CAREX,SEDGES,GRAMINOIDS,10.33333333
PAGE,30m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,12.33333333
PAGE,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6
PAGE,30m,CASTET,EVERGREEN SHRUBS,SHRUBS,7.333333333
PAGE,30m,DRYAS,EVERGREEN SHRUBS,SHRUBS,2.333333333
PAGE,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.666666667
PAGE,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6.333333333
PAGE,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.666666667
PAGE,30m,LAGGLA,FORBS,FORBS,7
PAGE,30m,LUPARC,FORBS,FORBS,12
PAGE,30m,POLYG,FORBS,FORBS,6.666666667
PAGE,30m,CETCUC,LICHENS,LICHENS,1
PAGE,30m,CAREX,SEDGES,GRAMINOIDS,13
PAGE,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,16.33333333
PAGE,40m,SALRET,DECIDUOUS SHRUBS,SHRUBS,4.666666667
PAGE,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8
PAGE,40m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.666666667
PAGE,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4.333333333
PAGE,40m,LUPARC,FORBS,FORBS,9.666666667
PAGE,40m,PETFRI,FORBS,FORBS,8
PAGE,40m,POLBIS,FORBS,FORBS,11.66666667
PAGE,40m,PYROL,FORBS,FORBS,6
PAGE,40m,SAXNEL,FORBS,FORBS,2
PAGE,40m,POA,GRASSES,GRAMINOIDS,21
PAGE,40m,MASRIC,LICHENS,LICHENS,7
PAGE,40m,PELAPH,LICHENS,LICHENS,2
PAGE,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,2.333333333
PAGE,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8
PAGE,50m,CASTET,EVERGREEN SHRUBS,SHRUBS,8.333333333
PAGE,50m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8
PAGE,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
PAGE,50m,PETFRI,FORBS,FORBS,12.66666667
PAGE,50m,POLYG,FORBS,FORBS,7
PAGE,50m,PYRGRA,FORBS,FORBS,4
PAGE,50m,LICHEN,LICHENS,LICHENS,3.666666667
PAGE,50m,MASRIC,LICHENS,LICHENS,4.666666667
PAGE,50m,CAREX,SEDGES,GRAMINOIDS,7.666666667
PAGE,60m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,7.333333333
PAGE,60m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,7.333333333
PAGE,60m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.333333333
PAGE,60m,CASTET,EVERGREEN SHRUBS,SHRUBS,8.333333333
PAGE,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5.666666667
PAGE,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,9.666666667
PAGE,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
PAGE,60m,PETFRI,FORBS,FORBS,6.666666667
PAGE,60m,POLBIS,FORBS,FORBS,6.666666667
PAGE,60m,CETCUC,LICHENS,LICHENS,1
PAGE,60m,DACARC,LICHENS,LICHENS,1
PAGE,60m,PELAPH,LICHENS,LICHENS,1
PAGE,60m,THAMN,LICHENS,LICHENS,1
PAGE,60m,CAREX,SEDGES,GRAMINOIDS,20.33333333
PAGE,70m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,10
PAGE,70m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,19.66666667
PAGE,70m,SALRET,DECIDUOUS SHRUBS,SHRUBS,3.666666667
PAGE,70m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7
PAGE,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,8
PAGE,70m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8
PAGE,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5
PAGE,70m,PETFRI,FORBS,FORBS,11
PAGE,70m,PYRGRA,FORBS,FORBS,5.666666667
PAGE,70m,CAREX,SEDGES,GRAMINOIDS,13.33333333
PAGE,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,13.33333333
PAGE,80m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,18
PAGE,80m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.666666667
PAGE,80m,CASTET,EVERGREEN SHRUBS,SHRUBS,6
PAGE,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8
PAGE,80m,LAGGLA,FORBS,FORBS,10
PAGE,80m,PETFRI,FORBS,FORBS,11
PAGE,80m,POLBIS,FORBS,FORBS,8.666666667
PAGE,80m,CAREX,SEDGES,GRAMINOIDS,18
PAGE,90m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,9
PAGE,90m,VACULI,DECIDUOUS SHRUBS,SHRUBS,10.33333333
PAGE,90m,CASTET,EVERGREEN SHRUBS,SHRUBS,6.666666667
PAGE,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,6
PAGE,90m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,8.666666667
PAGE,90m,PETFRI,FORBS,FORBS,9.333333333
PAGE,90m,CAREX,SEDGES,GRAMINOIDS,15
PEDRO,0m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,21.75
PEDRO,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,22.5
PEDRO,0m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,19
PEDRO,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,9.25
PEDRO,0m,CORCAN,FORBS,FORBS,8.25
PEDRO,0m,CETCUC,LICHENS,LICHENS,3
PEDRO,0m,PELAPH,LICHENS,LICHENS,4.25
PEDRO,10m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,35
PEDRO,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,27.66666667
PEDRO,10m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,27.66666667
PEDRO,10m,CORCAN,FORBS,FORBS,19
PEDRO,10m,GRASS UNK,GRAMINOIDS,GRAMINOIDS,18
PEDRO,10m,CLASTY,LICHENS,LICHENS,5
PEDRO,20m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,37.66666667
PEDRO,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,17.66666667
PEDRO,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,12.66666667
PEDRO,20m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,31
PEDRO,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,13.66666667
PEDRO,20m,CORCAN,FORBS,FORBS,18
PEDRO,20m,CLASTY,LICHENS,LICHENS,6
PEDRO,30m,BETGLA,DECIDUOUS SHRUBS,SHRUBS,89.33333333
PEDRO,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,26
PEDRO,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,15.33333333
PEDRO,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,26
PEDRO,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,20.33333333
PEDRO,30m,CORCAN,FORBS,FORBS,17.33333333
PEDRO,30m,GRASS UNK,GRAMINOIDS,GRAMINOIDS,15.33333333
PEDRO,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,54.33333333
PEDRO,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,32.33333333
PEDRO,40m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,40
PEDRO,40m,CORCAN,FORBS,FORBS,21
PEDRO,40m,GRAM,GRAMINOIDS,GRAMINOIDS,26.66666667
PEDRO,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,86.66666667
PEDRO,50m,VACULI,DECIDUOUS SHRUBS,SHRUBS,20
PEDRO,50m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,24.33333333
PEDRO,50m,CORCAN,FORBS,FORBS,14
PEDRO,60m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,53
PEDRO,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,10.33333333
PEDRO,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,14.33333333
PEDRO,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,11.33333333
PEDRO,60m,LINBOR,FORBS,FORBS,4
PEDRO,60m,GRAM,GRAMINOIDS,GRAMINOIDS,10.33333333
PEDRO,60m,CLASTY,LICHENS,LICHENS,5
PEDRO,70m,BETGLA,DECIDUOUS SHRUBS,SHRUBS,107.3333333
PEDRO,70m,VACULI,DECIDUOUS SHRUBS,SHRUBS,25.66666667
PEDRO,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,14.33333333
PEDRO,70m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,33.33333333
PEDRO,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,15.33333333
PEDRO,70m,CORCAN,FORBS,FORBS,13
PEDRO,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,42
PEDRO,80m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,36.33333333
PEDRO,80m,VACVIT,EVERGREEN SHRUBS,SHRUBS,13.66666667
PEDRO,80m,CLASTY,LICHENS,LICHENS,7.333333333
PEDRO,90m,BETGLA,DECIDUOUS SHRUBS,SHRUBS,78.33333333
PEDRO,90m,LINBOR,FORBS,FORBS,4
PEDRO,90m,CLASTY,LICHENS,LICHENS,4
PINNELL,0m,CASTET,EVERGREEN SHRUBS,SHRUBS,6.666666667
PINNELL,0m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.666666667
PINNELL,0m,LOIPRO,EVERGREEN SHRUBS,SHRUBS,1
PINNELL,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
PINNELL,0m,CETCUC,LICHENS,LICHENS,1.5
PINNELL,0m,CETLAE,LICHENS,LICHENS,3
PINNELL,0m,CLAMIT,LICHENS,LICHENS,1
PINNELL,0m,CLASTY,LICHENS,LICHENS,2.5
PINNELL,0m,DACARC,LICHENS,LICHENS,1.75
PINNELL,0m,MASRIC,LICHENS,LICHENS,4.666666667
PINNELL,10m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,8.75
PINNELL,10m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,13.25
PINNELL,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
PINNELL,10m,ALENIG,LICHENS,LICHENS,3
PINNELL,10m,CETCUC,LICHENS,LICHENS,3.333333333
PINNELL,10m,CETLAE,LICHENS,LICHENS,2.333333333
PINNELL,10m,CLADO,LICHENS,LICHENS,3
PINNELL,10m,CLAMIT,LICHENS,LICHENS,3.25
PINNELL,10m,CLARAN,LICHENS,LICHENS,4
PINNELL,10m,DACARC,LICHENS,LICHENS,2.5
PINNELL,10m,MASRIC,LICHENS,LICHENS,5.5
PINNELL,10m,THAMN,LICHENS,LICHENS,2
PINNELL,20m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,10.25
PINNELL,20m,SPISTE,DECIDUOUS SHRUBS,SHRUBS,11.66666667
PINNELL,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8.5
PINNELL,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.333333333
PINNELL,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
PINNELL,20m,CETCUC,LICHENS,LICHENS,3.75
PINNELL,20m,CLASTY,LICHENS,LICHENS,4
PINNELL,20m,DACARC,LICHENS,LICHENS,3
PINNELL,20m,MASRIC,LICHENS,LICHENS,4.666666667
PINNELL,30m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6.5
PINNELL,30m,FORB,FORBS,FORBS,4
PINNELL,30m,POLYG,FORBS,FORBS,4
PINNELL,30m,HIEALP,GRASSES,GRAMINOIDS,4
PINNELL,30m,CETCUC,LICHENS,LICHENS,4
PINNELL,30m,CETISL,LICHENS,LICHENS,3
PINNELL,30m,CETLAE,LICHENS,LICHENS,3.5
PINNELL,30m,CLADO,LICHENS,LICHENS,3
PINNELL,30m,CLAMIT,LICHENS,LICHENS,3
PINNELL,30m,CLARAN,LICHENS,LICHENS,3
PINNELL,30m,CLASTY,LICHENS,LICHENS,3
PINNELL,30m,DACARC,LICHENS,LICHENS,3.5
PINNELL,30m,MASRIC,LICHENS,LICHENS,4
PINNELL,30m,CAREX,SEDGES,GRAMINOIDS,6.75
PINNELL,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,8
PINNELL,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6
PINNELL,40m,CASTET,EVERGREEN SHRUBS,SHRUBS,7.5
PINNELL,40m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.5
PINNELL,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.5
PINNELL,40m,CETCUC,LICHENS,LICHENS,5
PINNELL,40m,CLADO,LICHENS,LICHENS,4
PINNELL,40m,CLAMIT,LICHENS,LICHENS,4.5
PINNELL,40m,CLARAN,LICHENS,LICHENS,2
PINNELL,40m,CLASTY,LICHENS,LICHENS,1
PINNELL,40m,CLAUNC,LICHENS,LICHENS,4
PINNELL,40m,DACARC,LICHENS,LICHENS,2
PINNELL,40m,CAREX,SEDGES,GRAMINOIDS,6
PINNELL,50m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,7.5
PINNELL,50m,SPISTE,DECIDUOUS SHRUBS,SHRUBS,9.25
PINNELL,50m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3
PINNELL,50m,HIEALP,GRASSES,GRAMINOIDS,4
PINNELL,50m,CETCUC,LICHENS,LICHENS,3
PINNELL,50m,MASRIC,LICHENS,LICHENS,5.5
PINNELL,50m,PELTI,LICHENS,LICHENS,2.666666667
PINNELL,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,6
PINNELL,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,5
PINNELL,60m,CETCUC,LICHENS,LICHENS,6.25
PINNELL,60m,CAREX,SEDGES,GRAMINOIDS,9.666666667
PINNELL,70m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,10.25
PINNELL,70m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.666666667
PINNELL,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.5
PINNELL,70m,HIEALP,GRASSES,GRAMINOIDS,5
PINNELL,70m,CETCUC,LICHENS,LICHENS,4
PINNELL,70m,CLARAN,LICHENS,LICHENS,4
PINNELL,70m,CLASTY,LICHENS,LICHENS,3.5
PINNELL,70m,DACARC,LICHENS,LICHENS,3
PINNELL,70m,MASRIC,LICHENS,LICHENS,5
PINNELL,70m,CAREX,SEDGES,GRAMINOIDS,7.333333333
PINNELL,80m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,17
PINNELL,80m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,14.75
PINNELL,80m,CASTET,EVERGREEN SHRUBS,SHRUBS,10.75
PINNELL,80m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,9.75
PINNELL,80m,CETCUC,LICHENS,LICHENS,7
PINNELL,80m,DACARC,LICHENS,LICHENS,7
PINNELL,80m,MASRIC,LICHENS,LICHENS,7.75
PINNELL,80m,CAREX,SEDGES,GRAMINOIDS,22
PINNELL,90m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,5
PINNELL,90m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.5
PINNELL,90m,CLADO,LICHENS,LICHENS,2
PINNELL,90m,CLAMIT,LICHENS,LICHENS,3
PINNELL,90m,CLARAN,LICHENS,LICHENS,3
PINNELL,90m,CLASTY,LICHENS,LICHENS,3
PINNELL,90m,DACARC,LICHENS,LICHENS,2
PINNELL,90m,NEPARC,LICHENS,LICHENS,2
PINNELL,90m,CAREX,SEDGES,GRAMINOIDS,5
PORCUPINECREEK,0m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,3.333333333
PORCUPINECREEK,0m,VACULI,DECIDUOUS SHRUBS,SHRUBS,4
PORCUPINECREEK,0m,DRYOCT,EVERGREEN SHRUBS,SHRUBS,3.333333333
PORCUPINECREEK,0m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
PORCUPINECREEK,0m,ACODEL,FORBS,FORBS,8
PORCUPINECREEK,0m,ANENAR,FORBS,FORBS,7.333333333
PORCUPINECREEK,0m,PEDIC,FORBS,FORBS,5
PORCUPINECREEK,0m,PETFRI,FORBS,FORBS,4
PORCUPINECREEK,0m,POLVIV,FORBS,FORBS,8.666666667
PORCUPINECREEK,0m,HIEALP,GRASSES,GRAMINOIDS,8.666666667
PORCUPINECREEK,0m,CETCUC,LICHENS,LICHENS,2.333333333
PORCUPINECREEK,0m,CLAMIT,LICHENS,LICHENS,2
PORCUPINECREEK,0m,CLAUNC,LICHENS,LICHENS,1
PORCUPINECREEK,0m,DACARC,LICHENS,LICHENS,2
PORCUPINECREEK,0m,MASRIC,LICHENS,LICHENS,2
PORCUPINECREEK,0m,STEALP,LICHENS,LICHENS,1
PORCUPINECREEK,0m,THAVER,LICHENS,LICHENS,1
PORCUPINECREEK,0m,CAREX,SEDGES,GRAMINOIDS,11
PORCUPINECREEK,10m,ARCALP,DECIDUOUS SHRUBS,SHRUBS,3.5
PORCUPINECREEK,10m,VACULI,DECIDUOUS SHRUBS,SHRUBS,6.333333333
PORCUPINECREEK,10m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
PORCUPINECREEK,10m,HIEALP,GRASSES,GRAMINOIDS,6.333333333
PORCUPINECREEK,10m,CETCUC,LICHENS,LICHENS,2
PORCUPINECREEK,10m,CLAMIT,LICHENS,LICHENS,2.5
PORCUPINECREEK,10m,MASRIC,LICHENS,LICHENS,3.333333333
PORCUPINECREEK,10m,STEALP,LICHENS,LICHENS,2.5
PORCUPINECREEK,10m,CAREX,SEDGES,GRAMINOIDS,8.5
PORCUPINECREEK,20m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8.666666667
PORCUPINECREEK,20m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.333333333
PORCUPINECREEK,20m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,4.666666667
PORCUPINECREEK,20m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.333333333
PORCUPINECREEK,20m,PARNUD,FORBS,FORBS,7
PORCUPINECREEK,20m,CALPUR,GRASSES,GRAMINOIDS,20
PORCUPINECREEK,20m,HIEALP,GRASSES,GRAMINOIDS,8
PORCUPINECREEK,20m,POA,GRASSES,GRAMINOIDS,12
PORCUPINECREEK,20m,CETCUC,LICHENS,LICHENS,3.333333333
PORCUPINECREEK,20m,CLAMIT,LICHENS,LICHENS,2.666666667
PORCUPINECREEK,20m,CLAUNC,LICHENS,LICHENS,3.5
PORCUPINECREEK,20m,DACARC,LICHENS,LICHENS,2.5
PORCUPINECREEK,20m,MASRIC,LICHENS,LICHENS,2.5
PORCUPINECREEK,20m,THAVER,LICHENS,LICHENS,2.333333333
PORCUPINECREEK,20m,CAREX,SEDGES,GRAMINOIDS,10.33333333
PORCUPINECREEK,30m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,16.33333333
PORCUPINECREEK,30m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,6.666666667
PORCUPINECREEK,30m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,6
PORCUPINECREEK,30m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2
PORCUPINECREEK,30m,CETCUC,LICHENS,LICHENS,2
PORCUPINECREEK,30m,CLAMIT,LICHENS,LICHENS,1
PORCUPINECREEK,30m,CLAUNC,LICHENS,LICHENS,1.333333333
PORCUPINECREEK,30m,THAVER,LICHENS,LICHENS,1
PORCUPINECREEK,30m,CAREX,SEDGES,GRAMINOIDS,10.66666667
PORCUPINECREEK,40m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,3
PORCUPINECREEK,40m,BETNAN,DECIDUOUS SHRUBS,SHRUBS,12.66666667
PORCUPINECREEK,40m,VACULI,DECIDUOUS SHRUBS,SHRUBS,7.333333333
PORCUPINECREEK,40m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,4.666666667
PORCUPINECREEK,40m,VACVIT,EVERGREEN SHRUBS,SHRUBS,4
PORCUPINECREEK,40m,PARNUD,FORBS,FORBS,7
PORCUPINECREEK,40m,CETCUC,LICHENS,LICHENS,2.666666667
PORCUPINECREEK,40m,CLAGRA,LICHENS,LICHENS,2
PORCUPINECREEK,40m,CLAMIT,LICHENS,LICHENS,2.333333333
PORCUPINECREEK,40m,CLAUNC,LICHENS,LICHENS,3
PORCUPINECREEK,40m,MASRIC,LICHENS,LICHENS,3.5
PORCUPINECREEK,40m,PELAPH,LICHENS,LICHENS,2
PORCUPINECREEK,40m,THAVER,LICHENS,LICHENS,2.333333333
PORCUPINECREEK,40m,CAREX,SEDGES,GRAMINOIDS,13.33333333
PORCUPINECREEK,50m,HIEALP,GRASSES,GRAMINOIDS,9
PORCUPINECREEK,50m,POA,GRASSES,GRAMINOIDS,14.6
PORCUPINECREEK,50m,CETCUC,LICHENS,LICHENS,2.333333333
PORCUPINECREEK,50m,CLAUNC,LICHENS,LICHENS,2
PORCUPINECREEK,50m,MASRIC,LICHENS,LICHENS,3.5
PORCUPINECREEK,50m,CAREX,SEDGES,GRAMINOIDS,8.5
PORCUPINECREEK,60m,ARCRUB,DECIDUOUS SHRUBS,SHRUBS,4
PORCUPINECREEK,60m,VACULI,DECIDUOUS SHRUBS,SHRUBS,9.333333333
PORCUPINECREEK,60m,EMPNIG,EVERGREEN SHRUBS,SHRUBS,9.666666667
PORCUPINECREEK,60m,LEDDEC,EVERGREEN SHRUBS,SHRUBS,4.5
PORCUPINECREEK,60m,LEDGRO,EVERGREEN SHRUBS,SHRUBS,7.5
PORCUPINECREEK,60m,VACVIT,EVERGREEN SHRUBS,SHRUBS,2.333333333
PORCUPINECREEK,60m,CALPUR,GRASSES,GRAMINOIDS,19
PORCUPINECREEK,60m,CETCUC,LICHENS,LICHENS,4
PORCUPINECREEK,60m,CLAMIT,LICHENS,LICHENS,3.5
PORCUPINECREEK,60m,CLAUNC,LICHENS,LICHENS,3
PORCUPINECREEK,60m,DACARC,LICHENS,LICHENS,1.5
PORCUPINECREEK,60m,MASRIC,LICHENS,LICHENS,4.666666667
PORCUPINECREEK,60m,THAVER,LICHENS,LICHENS,3
PORCUPINECREEK,60m,CAREX,SEDGES,GRAMINOIDS,13.5
PORCUPINECREEK,70m,SALPUL,DECIDUOUS SHRUBS,SHRUBS,9
PORCUPINECREEK,70m,VACULI,DECIDUOUS SHRUBS,SHRUBS,8.333333333
PORCUPINECREEK,70m,VACVIT,EVERGREEN SHRUBS,SHRUBS,3.666666667
PORCUPINECREEK,70m,POA,GRASSES,GRAMINOIDS,12.5
PORCUPINECREEK,70m,CAREX,SEDGES,GRAMINOIDS,7.666666667
