id,site_code,quadrat_num,PFT,height_observed,height_predicted,summary_type
1771,PAGE,30m,EVERGREEN SHRUBS,7.333333333,8.100000024,max
1772,PAGE,30m,EVERGREEN SHRUBS,4.866666667,2.760696534,mean
1773,PAGE,30m,FORBS,12,10.80000028,max
1774,PAGE,30m,FORBS,8.555555556,5.719727914,mean
1775,PAGE,30m,GRAMINOIDS,13,4.800000042,max
1776,PAGE,30m,GRAMINOIDS,13,2.217142863,mean
1777,PAGE,30m,TOTAL,11.16666667,8.625000156,max
1778,PAGE,30m,TOTAL,8.897222222,3.819012085,mean
1779,PAGE,40m,DECIDUOUS SHRUBS,16.33333333,10.80000028,max
1780,PAGE,40m,DECIDUOUS SHRUBS,9.666666666,4.988647361,mean
1781,PAGE,40m,EVERGREEN SHRUBS,8.666666667,10.40000021,max
1782,PAGE,40m,EVERGREEN SHRUBS,6.5,4.841747573,mean
1783,PAGE,40m,FORBS,11.66666667,12.30000034,max
1784,PAGE,40m,FORBS,7.466666667,6.917613663,mean
1785,PAGE,40m,GRAMINOIDS,21,9.499999881,max
1786,PAGE,40m,GRAMINOIDS,21,6.500000045,mean
1787,PAGE,40m,TOTAL,14.41666667,10.75000018,max
1788,PAGE,40m,TOTAL,11.15833333,5.81200216,mean
1789,PAGE,50m,DECIDUOUS SHRUBS,8,9.499999881,max
1790,PAGE,50m,DECIDUOUS SHRUBS,5.166666667,3.67902099,mean
1791,PAGE,50m,EVERGREEN SHRUBS,8.333333333,22.10000008,max
1792,PAGE,50m,EVERGREEN SHRUBS,6.555555555,3.353252045,mean
1793,PAGE,50m,FORBS,12.66666667,8.69999975,max
1794,PAGE,50m,FORBS,7.88888889,5.315384584,mean
1795,PAGE,50m,GRAMINOIDS,7.666666667,27.30000019,max
1796,PAGE,50m,GRAMINOIDS,7.666666667,6.296666662,mean
1797,PAGE,50m,TOTAL,9.166666668,16.89999998,max
1798,PAGE,50m,TOTAL,6.819444445,4.66108107,mean
1799,PAGE,60m,DECIDUOUS SHRUBS,9.333333333,6.300000101,max
1800,PAGE,60m,DECIDUOUS SHRUBS,8,3.534693888,mean
1801,PAGE,60m,EVERGREEN SHRUBS,9.666666667,6.300000101,max
1802,PAGE,60m,EVERGREEN SHRUBS,6.5,1.893750007,mean
1803,PAGE,60m,FORBS,6.666666667,4.600000009,max
1804,PAGE,60m,FORBS,6.666666667,2.549999993,mean
1805,PAGE,60m,GRAMINOIDS,20.33333333,5.799999833,max
1806,PAGE,60m,GRAMINOIDS,20.33333333,2.280983608,mean
1807,PAGE,60m,TOTAL,11.5,5.750000011,max
1808,PAGE,60m,TOTAL,10.375,2.564856874,mean
1809,PAGE,70m,DECIDUOUS SHRUBS,19.66666667,13.09999973,max
1810,PAGE,70m,DECIDUOUS SHRUBS,10.08333333,6.291044833,mean
1811,PAGE,70m,EVERGREEN SHRUBS,8,30.50000072,max
1812,PAGE,70m,EVERGREEN SHRUBS,7,10.26727277,mean
1813,PAGE,70m,GRAMINOIDS,13.33333333,29.8999995,max
1814,PAGE,70m,GRAMINOIDS,13.33333333,5.106443934,mean
1815,PAGE,70m,TOTAL,13.66666667,24.49999998,max
1816,PAGE,70m,TOTAL,10.13888889,7.221587179,mean
1817,PAGE,80m,DECIDUOUS SHRUBS,18,7.599999756,max
1818,PAGE,80m,DECIDUOUS SHRUBS,13.66666667,4.224742321,mean
1819,PAGE,80m,EVERGREEN SHRUBS,8,18.29999983,max
1820,PAGE,80m,EVERGREEN SHRUBS,7,3.433734941,mean
1821,PAGE,80m,FORBS,11,7.699999958,max
1822,PAGE,80m,FORBS,9.888888889,5.575,mean
1823,PAGE,80m,GRAMINOIDS,18,21.29999995,max
1824,PAGE,80m,GRAMINOIDS,18,4.523287681,mean
1825,PAGE,80m,TOTAL,13.75,13.72499987,max
1826,PAGE,80m,TOTAL,12.13888889,4.439191236,mean
1827,PAGE,90m,DECIDUOUS SHRUBS,10.33333333,14.49999958,max
1828,PAGE,90m,DECIDUOUS SHRUBS,9.666666665,6.419230733,mean
1829,PAGE,90m,EVERGREEN SHRUBS,8.666666667,13.60000074,max
1830,PAGE,90m,EVERGREEN SHRUBS,7.111111111,3.702447572,mean
1831,PAGE,90m,FORBS,9.333333333,10.30000001,max
1832,PAGE,90m,FORBS,9.333333333,5.262962984,mean
1833,PAGE,90m,GRAMINOIDS,15,11.2999998,max
1834,PAGE,90m,GRAMINOIDS,15,3.736322886,mean
1835,PAGE,90m,TOTAL,10.83333333,12.42500003,max
1836,PAGE,90m,TOTAL,10.27777778,4.780241044,mean
1837,PEDRO,0m,DECIDUOUS SHRUBS,22.5,59.89999771,max
1838,PEDRO,0m,DECIDUOUS SHRUBS,22.125,9.94754901,mean
1839,PEDRO,0m,EVERGREEN SHRUBS,19,31.09999895,max
1840,PEDRO,0m,EVERGREEN SHRUBS,14.125,8.83037972,mean
1841,PEDRO,0m,FORBS,8.25,61.50000095,max
1842,PEDRO,0m,FORBS,8.25,7.989341728,mean
1843,PEDRO,0m,GRAMINOIDS,0,7.299999893,max
1844,PEDRO,0m,GRAMINOIDS,0,4.146666595,mean
1845,PEDRO,0m,TOTAL,9.95,48.51999968,max
1846,PEDRO,0m,TOTAL,8.9,8.70033128,mean
1847,PEDRO,10m,DECIDUOUS SHRUBS,35,30.89999855,max
1848,PEDRO,10m,DECIDUOUS SHRUBS,31.33333334,17.07317073,mean
1849,PEDRO,10m,EVERGREEN SHRUBS,27.66666667,22.69999981,max
1850,PEDRO,10m,EVERGREEN SHRUBS,27.66666667,14.88888896,mean
1851,PEDRO,10m,FORBS,19,25.79999864,max
1852,PEDRO,10m,FORBS,19,15.36631582,mean
1853,PEDRO,10m,TOTAL,20.41666667,22.34999929,max
1854,PEDRO,10m,TOTAL,19.5,13.40459389,mean
1855,PEDRO,20m,DECIDUOUS SHRUBS,37.66666667,58.30000043,max
1856,PEDRO,20m,DECIDUOUS SHRUBS,27.66666667,25.32389082,mean
1857,PEDRO,20m,EVERGREEN SHRUBS,31,46.99999988,max
1858,PEDRO,20m,EVERGREEN SHRUBS,19.11111111,19.03740742,mean
1859,PEDRO,20m,FORBS,18,43.29999983,max
1860,PEDRO,20m,FORBS,18,22.36470584,mean
1861,PEDRO,20m,TOTAL,28.88888889,49.53333338,max
1862,PEDRO,20m,TOTAL,21.59259259,22.24200136,mean
1863,PEDRO,30m,DECIDUOUS SHRUBS,89.33333333,110.6999993,max
1864,PEDRO,30m,DECIDUOUS SHRUBS,57.66666667,73.31546009,mean
1865,PEDRO,30m,EVERGREEN SHRUBS,26,77.60000229,max
1866,PEDRO,30m,EVERGREEN SHRUBS,20.55555555,40.45365856,mean
1867,PEDRO,30m,TOTAL,57.66666667,94.15000081,max
1868,PEDRO,30m,TOTAL,39.11111111,56.88455932,mean
1869,PEDRO,40m,DECIDUOUS SHRUBS,54.33333333,34.70000029,max
1870,PEDRO,40m,DECIDUOUS SHRUBS,43.33333333,11.65410079,mean
1871,PEDRO,40m,EVERGREEN SHRUBS,40,16.69999957,max
1872,PEDRO,40m,EVERGREEN SHRUBS,40,8.24457311,mean
1873,PEDRO,40m,FORBS,21,34.40962136,max
1874,PEDRO,40m,FORBS,21,6.454470163,mean
1875,PEDRO,40m,TOTAL,28.83333333,27.22740546,max
1876,PEDRO,40m,TOTAL,26.08333333,9.969952674,mean
1877,PEDRO,50m,DECIDUOUS SHRUBS,86.66666667,82.30000138,max
1878,PEDRO,50m,DECIDUOUS SHRUBS,53.33333334,43.55071101,mean
1879,PEDRO,50m,EVERGREEN SHRUBS,24.33333333,72.00000286,max
1880,PEDRO,50m,EVERGREEN SHRUBS,24.33333333,24.64380664,mean
1881,PEDRO,50m,FORBS,14,52.49999762,max
1882,PEDRO,50m,FORBS,14,23.27272706,mean
1883,PEDRO,50m,GRAMINOIDS,0,20.90000063,max
1884,PEDRO,50m,GRAMINOIDS,0,12.74516133,mean
1885,PEDRO,50m,TOTAL,25,60.57999998,max
1886,PEDRO,50m,TOTAL,18.33333333,32.16074205,mean
1887,PEDRO,60m,DECIDUOUS SHRUBS,53,87.40000129,max
1888,PEDRO,60m,DECIDUOUS SHRUBS,53,63.84709489,mean
1889,PEDRO,60m,EVERGREEN SHRUBS,14.33333333,85.00000238,max
1890,PEDRO,60m,EVERGREEN SHRUBS,12,37.74193548,mean
1891,PEDRO,60m,TOTAL,22.44444444,84.30000146,max
1892,PEDRO,60m,TOTAL,21.66666667,55.70363516,mean
1893,PEDRO,80m,DECIDUOUS SHRUBS,42,51.30000114,max
1894,PEDRO,80m,DECIDUOUS SHRUBS,42,22.50287544,mean
1895,PEDRO,80m,EVERGREEN SHRUBS,36.33333333,47.4999994,max
1896,PEDRO,80m,EVERGREEN SHRUBS,25,14.29494682,mean
1897,PEDRO,80m,FORBS,0,42.30000079,max
1898,PEDRO,80m,FORBS,0,11.05868267,mean
1899,PEDRO,80m,TOTAL,26.11111111,47.03333378,max
1900,PEDRO,80m,TOTAL,22.33333333,15.95216831,mean
1901,PEDRO,90m,DECIDUOUS SHRUBS,78.33333333,60.79999804,max
1902,PEDRO,90m,DECIDUOUS SHRUBS,78.33333333,39.09217637,mean
1903,PEDRO,90m,EVERGREEN SHRUBS,0,56.90000057,max
1904,PEDRO,90m,EVERGREEN SHRUBS,0,27.91249986,mean
1905,PEDRO,90m,FORBS,4,20.39999962,max
1906,PEDRO,90m,FORBS,4,18.04999982,mean
1907,PEDRO,90m,TOTAL,27.44444444,46.03333275,max
1908,PEDRO,90m,TOTAL,27.44444444,28.35155868,mean
1909,PINNELL,0m,DECIDUOUS SHRUBS,0,6.599999964,max
1910,PINNELL,0m,DECIDUOUS SHRUBS,0,3.540816352,mean
1911,PINNELL,0m,EVERGREEN SHRUBS,6.666666667,8.900000155,max
1912,PINNELL,0m,EVERGREEN SHRUBS,3.583333334,3.057649264,mean
1913,PINNELL,0m,LICHENS,4.666666667,6.100000069,max
1914,PINNELL,0m,LICHENS,2.402777778,1.484126989,mean
1915,PINNELL,0m,TOTAL,2.833333334,6.900000013,max
1916,PINNELL,0m,TOTAL,1.496527778,2.599494306,mean
1917,PINNELL,10m,DECIDUOUS SHRUBS,13.25,4.800000042,max
1918,PINNELL,10m,DECIDUOUS SHRUBS,11,3.177419389,mean
1919,PINNELL,10m,EVERGREEN SHRUBS,2,3.700000048,max
1920,PINNELL,10m,EVERGREEN SHRUBS,2,2.217595313,mean
1921,PINNELL,10m,GRAMINOIDS,0,3.700000048,max
1922,PINNELL,10m,GRAMINOIDS,0,1.906060611,mean
1923,PINNELL,10m,LICHENS,5.5,4.600000009,max
1924,PINNELL,10m,LICHENS,3.212962963,1.58038462,mean
1925,PINNELL,10m,TOTAL,4.15,4.320000038,max
1926,PINNELL,10m,TOTAL,3.242592593,2.418031122,mean
1927,PINNELL,20m,DECIDUOUS SHRUBS,11.66666667,11.2999998,max
1928,PINNELL,20m,DECIDUOUS SHRUBS,10.13888889,5.351456331,mean
1929,PINNELL,20m,EVERGREEN SHRUBS,4.333333333,11.2999998,max
1930,PINNELL,20m,EVERGREEN SHRUBS,3.833333333,4.171014503,mean
1931,PINNELL,20m,LICHENS,4.666666667,10.30000001,max
1932,PINNELL,20m,LICHENS,3.854166667,3.461643835,mean
1933,PINNELL,20m,TOTAL,5.166666668,11.3499999,max
1934,PINNELL,20m,TOTAL,4.456597222,4.054990934,mean
1935,PINNELL,30m,EVERGREEN SHRUBS,0,11.80000007,max
1936,PINNELL,30m,EVERGREEN SHRUBS,0,2.086538477,mean
1937,PINNELL,30m,GRAMINOIDS,6.75,10.59999987,max
1938,PINNELL,30m,GRAMINOIDS,5.375,1.935467987,mean
1939,PINNELL,30m,LICHENS,4,4.500000179,max
1940,PINNELL,30m,LICHENS,3.333333333,1.003267983,mean
1941,PINNELL,30m,TOTAL,3.583333333,8.966666708,max
1942,PINNELL,30m,TOTAL,2.902777778,1.675091482,mean
1943,PINNELL,40m,DECIDUOUS SHRUBS,8,9.499999881,max
1944,PINNELL,40m,DECIDUOUS SHRUBS,7,4.906250009,mean
1945,PINNELL,40m,EVERGREEN SHRUBS,7.5,11.40000001,max
1946,PINNELL,40m,EVERGREEN SHRUBS,5.166666667,4.590604037,mean
1947,PINNELL,40m,GRAMINOIDS,6,11.69999987,max
1948,PINNELL,40m,GRAMINOIDS,6,6.08403362,mean
1949,PINNELL,40m,LICHENS,5,20.80000043,max
1950,PINNELL,40m,LICHENS,3.214285714,3.343529432,mean
1951,PINNELL,40m,TOTAL,6.625,13.35000005,max
1952,PINNELL,40m,TOTAL,5.345238095,4.731104275,mean
1953,PINNELL,50m,DECIDUOUS SHRUBS,9.25,8.500000089,max
1954,PINNELL,50m,DECIDUOUS SHRUBS,8.375,5.101739175,mean
1955,PINNELL,50m,EVERGREEN SHRUBS,3,7.699999958,max
1956,PINNELL,50m,EVERGREEN SHRUBS,3,3.248128356,mean
1957,PINNELL,50m,GRAMINOIDS,4,8.500000089,max
1958,PINNELL,50m,GRAMINOIDS,4,2.784615391,mean
1959,PINNELL,50m,TOTAL,5.416666667,8.233333379,max
1960,PINNELL,50m,TOTAL,5.125,3.711494307,mean
1961,PINNELL,60m,EVERGREEN SHRUBS,6,5.200000107,max
1962,PINNELL,60m,EVERGREEN SHRUBS,5.5,2.583687948,mean
1963,PINNELL,60m,GRAMINOIDS,9.666666667,5.700000003,max
1964,PINNELL,60m,GRAMINOIDS,9.666666667,2.911111129,mean
1965,PINNELL,60m,LICHENS,6.25,5.700000003,max
1966,PINNELL,60m,LICHENS,6.25,2.239433554,mean
1967,PINNELL,60m,TOTAL,7.305555556,5.533333371,max
1968,PINNELL,60m,TOTAL,7.138888889,2.578077543,mean
1969,PINNELL,70m,DECIDUOUS SHRUBS,10.25,10.59999987,max
1970,PINNELL,70m,DECIDUOUS SHRUBS,10.25,5.959701505,mean
1971,PINNELL,70m,EVERGREEN SHRUBS,4.666666667,8.500000089,max
1972,PINNELL,70m,EVERGREEN SHRUBS,4.083333334,4.06083917,mean
1973,PINNELL,70m,GRAMINOIDS,7.333333333,5.799999833,max
1974,PINNELL,70m,GRAMINOIDS,6.166666667,3.306000005,mean
1975,PINNELL,70m,LICHENS,5,7.00000003,max
1976,PINNELL,70m,LICHENS,3.9,3.177551024,mean
1977,PINNELL,70m,TOTAL,6.8125,7.974999957,max
1978,PINNELL,70m,TOTAL,6.1,4.126022926,mean
1979,PINNELL,80m,DECIDUOUS SHRUBS,17,9.200000018,max
1980,PINNELL,80m,DECIDUOUS SHRUBS,15.875,4.127659589,mean
1981,PINNELL,80m,EVERGREEN SHRUBS,10.75,7.299999893,max
1982,PINNELL,80m,EVERGREEN SHRUBS,10.25,2.46440679,mean
1983,PINNELL,80m,GRAMINOIDS,22,7.599999756,max
1984,PINNELL,80m,GRAMINOIDS,22,2.977777796,mean
1985,PINNELL,80m,LICHENS,7.75,5.799999833,max
1986,PINNELL,80m,LICHENS,7.25,1.65714285,mean
1987,PINNELL,80m,TOTAL,14.375,7.474999875,max
1988,PINNELL,80m,TOTAL,13.84375,2.806746756,mean
1989,PINNELL,90m,EVERGREEN SHRUBS,5,12.6000002,max
1990,PINNELL,90m,EVERGREEN SHRUBS,3.75,2.953690211,mean
1991,PINNELL,90m,GRAMINOIDS,5,6.80000037,max
1992,PINNELL,90m,GRAMINOIDS,5,2.764339075,mean
1993,PINNELL,90m,LICHENS,3,7.699999958,max
1994,PINNELL,90m,LICHENS,2.5,1.887145644,mean
1995,PINNELL,90m,TOTAL,4.333333333,9.03333351,max
1996,PINNELL,90m,TOTAL,3.75,2.53505831,mean
1997,PORCUPINECREEK,0m,EVERGREEN SHRUBS,3.333333333,4.699999839,max
1998,PORCUPINECREEK,0m,EVERGREEN SHRUBS,2.666666667,3.576470605,mean
1999,PORCUPINECREEK,0m,GRAMINOIDS,11,9.700000286,max
2000,PORCUPINECREEK,0m,GRAMINOIDS,9.833333334,5.765136081,mean
2001,PORCUPINECREEK,0m,LICHENS,2.333333333,7.699999958,max
2002,PORCUPINECREEK,0m,LICHENS,1.619047619,4.944680885,mean
2003,PORCUPINECREEK,0m,TOTAL,5.555555555,7.366666694,max
2004,PORCUPINECREEK,0m,TOTAL,4.706349206,4.762095857,mean
2005,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,6.333333333,6.899999827,max
2006,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,4.916666667,4.748387094,mean
2007,PORCUPINECREEK,10m,EVERGREEN SHRUBS,2,6.899999827,max
2008,PORCUPINECREEK,10m,EVERGREEN SHRUBS,2,4.316030554,mean
2009,PORCUPINECREEK,10m,GRAMINOIDS,8.5,6.80000037,max
2010,PORCUPINECREEK,10m,GRAMINOIDS,7.416666667,4.169747903,mean
2011,PORCUPINECREEK,10m,LICHENS,3.333333333,6.700000167,max
2012,PORCUPINECREEK,10m,LICHENS,2.583333333,3.981818211,mean
2013,PORCUPINECREEK,10m,TOTAL,4.033333333,6.160000041,max
2014,PORCUPINECREEK,10m,TOTAL,3.383333333,3.931196756,mean
2015,PORCUPINECREEK,20m,DECIDUOUS SHRUBS,8.666666667,14.69999999,max
2016,PORCUPINECREEK,20m,DECIDUOUS SHRUBS,8.666666667,9.992233044,mean
2017,PORCUPINECREEK,20m,EVERGREEN SHRUBS,4.666666667,15.0000006,max
2018,PORCUPINECREEK,20m,EVERGREEN SHRUBS,4.111111111,8.58538209,mean
2019,PORCUPINECREEK,20m,GRAMINOIDS,20,13.40000033,max
2020,PORCUPINECREEK,20m,GRAMINOIDS,12.58333333,6.385714312,mean
2021,PORCUPINECREEK,20m,TOTAL,11.11111111,14.36666697,max
2022,PORCUPINECREEK,20m,TOTAL,8.453703704,8.321109815,mean
2023,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,16.33333333,21.69999927,max
2024,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,16.33333333,15.12494176,mean
2025,PORCUPINECREEK,30m,EVERGREEN SHRUBS,6.666666667,20.99999934,max
2026,PORCUPINECREEK,30m,EVERGREEN SHRUBS,4.888888889,9.440935686,mean
2027,PORCUPINECREEK,30m,GRAMINOIDS,10.66666667,15.29999971,max
2028,PORCUPINECREEK,30m,GRAMINOIDS,10.66666667,11.15789476,mean
2029,PORCUPINECREEK,30m,LICHENS,2,10.10000035,max
2030,PORCUPINECREEK,30m,LICHENS,1.333333333,8.689473707,mean
2031,PORCUPINECREEK,30m,TOTAL,7.133333333,16.93999961,max
2032,PORCUPINECREEK,30m,TOTAL,6.644444444,10.70058022,mean
2033,PORCUPINECREEK,40m,DECIDUOUS SHRUBS,12.66666667,20.2000007,max
2034,PORCUPINECREEK,40m,DECIDUOUS SHRUBS,7.666666668,4.98305934,mean
2035,PORCUPINECREEK,40m,EVERGREEN SHRUBS,4.666666667,19.79999989,max
2036,PORCUPINECREEK,40m,EVERGREEN SHRUBS,4.333333334,4.545509907,mean
2037,PORCUPINECREEK,40m,GRAMINOIDS,13.33333333,21.19999975,max
2038,PORCUPINECREEK,40m,GRAMINOIDS,13.33333333,14.47352938,mean
2039,PORCUPINECREEK,40m,TOTAL,7.666666667,20.45000009,max
2040,PORCUPINECREEK,40m,TOTAL,6.333333333,7.702905615,mean
2041,PORCUPINECREEK,50m,GRAMINOIDS,14.6,9.899999946,max
2042,PORCUPINECREEK,50m,GRAMINOIDS,10.7,5.326086982,mean
2043,PORCUPINECREEK,50m,LICHENS,3.5,9.799999744,max
2044,PORCUPINECREEK,50m,LICHENS,2.611111111,4.029545437,mean
2045,PORCUPINECREEK,50m,TOTAL,6.033333333,9.366666526,max
2046,PORCUPINECREEK,50m,TOTAL,4.437037037,4.244691843,mean
2047,PORCUPINECREEK,60m,DECIDUOUS SHRUBS,9.333333333,10.00000015,max
2048,PORCUPINECREEK,60m,DECIDUOUS SHRUBS,6.666666667,6.19932889,mean
2049,PORCUPINECREEK,60m,EVERGREEN SHRUBS,9.666666667,11.10000014,max
2050,PORCUPINECREEK,60m,EVERGREEN SHRUBS,6,5.630042966,mean
2051,PORCUPINECREEK,60m,GRAMINOIDS,19,11.10000014,max
2052,PORCUPINECREEK,60m,GRAMINOIDS,16.25,5.170491853,mean
2053,PORCUPINECREEK,60m,LICHENS,4.666666667,6.80000037,max
2054,PORCUPINECREEK,60m,LICHENS,3.277777778,2.360000031,mean
2055,PORCUPINECREEK,60m,TOTAL,10.66666667,9.750000201,max
2056,PORCUPINECREEK,60m,TOTAL,8.048611111,4.839965935,mean
2057,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,9,13.89999986,max
2058,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,8.666666667,7.719718289,mean
2059,PORCUPINECREEK,70m,EVERGREEN SHRUBS,3.666666667,10.89999974,max
2060,PORCUPINECREEK,70m,EVERGREEN SHRUBS,3.666666667,5.595895532,mean
2061,PORCUPINECREEK,70m,GRAMINOIDS,12.5,12.6000002,max
2062,PORCUPINECREEK,70m,GRAMINOIDS,10.08333333,4.25251398,mean
2063,PORCUPINECREEK,70m,TOTAL,8.388888889,12.4666666,max
2064,PORCUPINECREEK,70m,TOTAL,7.472222222,5.8560426,mean
2065,PORCUPINECREEK,80m,DECIDUOUS SHRUBS,2.333333333,5.200000107,max
2066,PORCUPINECREEK,80m,DECIDUOUS SHRUBS,2.333333333,4.636363685,mean
2067,PORCUPINECREEK,80m,EVERGREEN SHRUBS,5,10.10000035,max
2068,PORCUPINECREEK,80m,EVERGREEN SHRUBS,2.6,4.862121227,mean
2069,PORCUPINECREEK,80m,GRAMINOIDS,13.5,11.2999998,max
2070,PORCUPINECREEK,80m,GRAMINOIDS,9.75,5.541401296,mean
2071,PORCUPINECREEK,80m,LICHENS,3,10.59999987,max
2072,PORCUPINECREEK,80m,LICHENS,2.142857143,4.810285725,mean
2073,PORCUPINECREEK,80m,TOTAL,5.958333333,9.300000034,max
2074,PORCUPINECREEK,80m,TOTAL,4.206547619,4.962542983,mean
2075,PORCUPINECREEK,90m,DECIDUOUS SHRUBS,10.66666667,9.399999678,max
2076,PORCUPINECREEK,90m,DECIDUOUS SHRUBS,7.666666669,5.130645164,mean
2077,PORCUPINECREEK,90m,EVERGREEN SHRUBS,2.333333333,10.70000008,max
2078,PORCUPINECREEK,90m,EVERGREEN SHRUBS,2.333333333,4.59368422,mean
2079,PORCUPINECREEK,90m,GRAMINOIDS,10.25,10.70000008,max
2080,PORCUPINECREEK,90m,GRAMINOIDS,9.125,6.324855507,mean
2081,PORCUPINECREEK,90m,LICHENS,2.333333333,6.700000167,max
2082,PORCUPINECREEK,90m,LICHENS,1.777777778,4.133333338,mean
2083,PORCUPINECREEK,90m,TOTAL,5.116666667,8.540000021,max
2084,PORCUPINECREEK,90m,TOTAL,4.180555556,4.586068864,mean
2085,PRINDLE,0m,EVERGREEN SHRUBS,6.5,9.099999815,max
2086,PRINDLE,0m,EVERGREEN SHRUBS,6.5,4.709375018,mean
2087,PRINDLE,0m,GRAMINOIDS,19.5,8.200000226,max
2088,PRINDLE,0m,GRAMINOIDS,16.33333333,2.457939915,mean
2089,PRINDLE,0m,LICHENS,3.75,9.099999815,max
2090,PRINDLE,0m,LICHENS,3.75,1.650273224,mean
2091,PRINDLE,0m,TOTAL,9.916666667,8.799999952,max
2092,PRINDLE,0m,TOTAL,8.861111111,2.939196052,mean
2093,PRINDLE,10m,EVERGREEN SHRUBS,2.75,3.700000048,max
2094,PRINDLE,10m,EVERGREEN SHRUBS,1.875,1.546006389,mean
2095,PRINDLE,10m,LICHENS,1.75,3.599999845,max
2096,PRINDLE,10m,LICHENS,1.75,0.95666667,mean
2097,PRINDLE,10m,TOTAL,2.25,3.649999946,max
2098,PRINDLE,10m,TOTAL,1.8125,1.25133653,mean
2099,PRINDLE,20m,EVERGREEN SHRUBS,2.75,9.499999881,max
2100,PRINDLE,20m,EVERGREEN SHRUBS,2.416666667,1.842990661,mean
2101,PRINDLE,20m,GRAMINOIDS,18,9.000000358,max
2102,PRINDLE,20m,GRAMINOIDS,16.875,3.101851884,mean
2103,PRINDLE,20m,LICHENS,2.75,5.000000075,max
2104,PRINDLE,20m,LICHENS,2.75,0.772727278,mean
2105,PRINDLE,20m,TOTAL,7.833333333,7.833333438,max
2106,PRINDLE,20m,TOTAL,7.347222222,1.905856608,mean
2107,PRINDLE,30m,EVERGREEN SHRUBS,4.25,5.200000107,max
2108,PRINDLE,30m,EVERGREEN SHRUBS,2.625,2.685365861,mean
2109,PRINDLE,30m,GRAMINOIDS,27,5.700000003,max
2110,PRINDLE,30m,GRAMINOIDS,20.125,3.370796465,mean
2111,PRINDLE,30m,LICHENS,1.75,5.000000075,max
2112,PRINDLE,30m,LICHENS,1.75,1.322360254,mean
2113,PRINDLE,30m,TOTAL,8.5,5.200000014,max
2114,PRINDLE,30m,TOTAL,6.375,2.291341175,mean
2115,PRINDLE,40m,EVERGREEN SHRUBS,5,5.299999937,max
2116,PRINDLE,40m,EVERGREEN SHRUBS,3,2.855172421,mean
2117,PRINDLE,40m,FORBS,2.25,5.299999937,max
2118,PRINDLE,40m,FORBS,2.25,2.47272728,mean
2119,PRINDLE,40m,GRAMINOIDS,13.75,5.299999937,max
2120,PRINDLE,40m,GRAMINOIDS,13.75,2.323755388,mean
2121,PRINDLE,40m,LICHENS,1.5,4.600000009,max
2122,PRINDLE,40m,LICHENS,1.5,1.560338461,mean
2123,PRINDLE,40m,TOTAL,4.7,4.619999975,max
2124,PRINDLE,40m,TOTAL,4.3,2.094898707,mean
2125,PRINDLE,50m,EVERGREEN SHRUBS,3,7.19999969,max
2126,PRINDLE,50m,EVERGREEN SHRUBS,3,3.078516632,mean
2127,PRINDLE,50m,GRAMINOIDS,22,6.80000037,max
2128,PRINDLE,50m,GRAMINOIDS,17,3.428358223,mean
2129,PRINDLE,50m,LICHENS,1.75,6.499999762,max
2130,PRINDLE,50m,LICHENS,1.75,1.973949573,mean
2131,PRINDLE,50m,TOTAL,6.9375,5.899999943,max
2132,PRINDLE,50m,TOTAL,5.6875,2.51099558,mean
2133,PRINDLE,60m,DECIDUOUS SHRUBS,3.25,6.100000069,max
2134,PRINDLE,60m,DECIDUOUS SHRUBS,2.625,3.236111142,mean
2135,PRINDLE,60m,EVERGREEN SHRUBS,4,6.80000037,max
2136,PRINDLE,60m,EVERGREEN SHRUBS,2.5,2.977591047,mean
2137,PRINDLE,60m,GRAMINOIDS,9.75,6.80000037,max
2138,PRINDLE,60m,GRAMINOIDS,9.75,3.273504294,mean
2139,PRINDLE,60m,LICHENS,2.5,5.299999937,max
2140,PRINDLE,60m,LICHENS,2.5,2.55581396,mean
2141,PRINDLE,60m,TOTAL,4.875,6.250000186,max
2142,PRINDLE,60m,TOTAL,4.34375,3.010755111,mean
2143,PRINDLE,70m,EVERGREEN SHRUBS,2,9.099999815,max
2144,PRINDLE,70m,EVERGREEN SHRUBS,2,2.870984398,mean
2145,PRINDLE,70m,GRAMINOIDS,23,11.10000014,max
2146,PRINDLE,70m,GRAMINOIDS,17.25,3.586414882,mean
2147,PRINDLE,70m,LICHENS,1.5,5.600000173,max
2148,PRINDLE,70m,LICHENS,1.5,1.377365516,mean
2149,PRINDLE,70m,TOTAL,8.833333333,8.600000044,max
2150,PRINDLE,70m,TOTAL,6.916666667,2.611588265,mean
2151,PRINDLE,80m,EVERGREEN SHRUBS,3.25,12.20000014,max
2152,PRINDLE,80m,EVERGREEN SHRUBS,3.25,7.268441081,mean
2153,PRINDLE,80m,GRAMINOIDS,18,11.80000007,max
2154,PRINDLE,80m,GRAMINOIDS,15.41666667,6.340485842,mean
2155,PRINDLE,80m,LICHENS,1.5,8.69999975,max
2156,PRINDLE,80m,LICHENS,1.5,2.726829281,mean
2157,PRINDLE,80m,TOTAL,7.583333333,10.89999999,max
