site_code,quadrat_num,PFT,summaryType,height
GRANITE,10m,DECIDUOUS SHRUBS,max,0.275999993
GRANITE,10m,DECIDUOUS SHRUBS,mean,0.192842412
GRANITE,10m,EVERGREEN SHRUBS,max,0.238999993
GRANITE,10m,EVERGREEN SHRUBS,mean,0.157842912
GRANITE,10m,FORBS,max,0.203999996
GRANITE,10m,FORBS,mean,0.194499999
GRANITE,10m,GRAMINOIDS,max,0.252999991
GRANITE,10m,GRAMINOIDS,mean,0.162879245
GRANITE,20m,BRYOPHYTES,max,0.050999999
GRANITE,20m,BRYOPHYTES,mean,0.014263158
GRANITE,20m,EVERGREEN SHRUBS,max,0.075000003
GRANITE,20m,EVERGREEN SHRUBS,mean,0.023232604
GRANITE,20m,GRAMINOIDS,max,0.075000003
GRANITE,20m,GRAMINOIDS,mean,0.029728972
GRANITE,20m,NON VEGETATED,max,0.056000002
GRANITE,20m,NON VEGETATED,mean,0.016109155
GRANITE,30m,BRYOPHYTES,max,0.432999998
GRANITE,30m,BRYOPHYTES,mean,0.321222224
GRANITE,30m,DECIDUOUS SHRUBS,max,0.702000022
GRANITE,30m,DECIDUOUS SHRUBS,mean,0.532579391
GRANITE,30m,FORBS,max,0.587000012
GRANITE,30m,FORBS,mean,0.468100005
GRANITE,30m,GRAMINOIDS,max,0.666999996
GRANITE,30m,GRAMINOIDS,mean,0.456733339
GRANITE,30m,NON VEGETATED,max,0.536000013
GRANITE,30m,NON VEGETATED,mean,0.241615385
GRANITE,40m,BRYOPHYTES,max,0.067000002
GRANITE,40m,BRYOPHYTES,mean,0.016439189
GRANITE,40m,DECIDUOUS SHRUBS,max,0.082999997
GRANITE,40m,DECIDUOUS SHRUBS,mean,0.048055555
GRANITE,40m,EVERGREEN SHRUBS,max,0.148000002
GRANITE,40m,EVERGREEN SHRUBS,mean,0.04647032
GRANITE,40m,GRAMINOIDS,max,0.178000003
GRANITE,40m,GRAMINOIDS,mean,0.062385093
GRANITE,40m,NON VEGETATED,max,0.186000004
GRANITE,40m,NON VEGETATED,mean,0.033818182
GRANITE,40m,TREES,max,0.145999998
GRANITE,40m,TREES,mean,0.088333332
GRANITE,50m,BRYOPHYTES,max,0.057999998
GRANITE,50m,BRYOPHYTES,mean,0.026025641
GRANITE,50m,EVERGREEN SHRUBS,max,0.075000003
GRANITE,50m,EVERGREEN SHRUBS,mean,0.05138
GRANITE,50m,FORBS,max,0.055
GRANITE,50m,FORBS,mean,0.0485
GRANITE,50m,GRAMINOIDS,max,0.075000003
GRANITE,50m,GRAMINOIDS,mean,0.048787671
GRANITE,50m,NON VEGETATED,max,0.041000001
GRANITE,50m,NON VEGETATED,mean,0.030666667
GRANITE,60m,BRYOPHYTES,max,0.101999998
GRANITE,60m,BRYOPHYTES,mean,0.017141141
GRANITE,60m,DECIDUOUS SHRUBS,max,0.074000001
GRANITE,60m,DECIDUOUS SHRUBS,mean,0.0472
GRANITE,60m,EVERGREEN SHRUBS,max,0.115999997
GRANITE,60m,EVERGREEN SHRUBS,mean,0.042496689
GRANITE,60m,FORBS,max,0.103
GRANITE,60m,FORBS,mean,0.075333334
GRANITE,60m,GRAMINOIDS,max,0.134000003
GRANITE,60m,GRAMINOIDS,mean,0.0436911
GRANITE,60m,NON VEGETATED,max,0.050999999
GRANITE,60m,NON VEGETATED,mean,0.0152
GRANITE,70m,BRYOPHYTES,max,0.039999999
GRANITE,70m,BRYOPHYTES,mean,0.018
GRANITE,70m,DECIDUOUS SHRUBS,max,0.195999995
GRANITE,70m,DECIDUOUS SHRUBS,mean,0.138177779
GRANITE,70m,EVERGREEN SHRUBS,max,0.165999994
GRANITE,70m,EVERGREEN SHRUBS,mean,0.117136
GRANITE,70m,FORBS,max,0.112999998
GRANITE,70m,FORBS,mean,0.091249999
GRANITE,70m,GRAMINOIDS,max,0.273000002
GRANITE,70m,GRAMINOIDS,mean,0.123521291
GRANITE,70m,NON VEGETATED,max,0.294
GRANITE,70m,NON VEGETATED,mean,0.273818184
GRANITE,70m,TREES,max,0.186000004
GRANITE,70m,TREES,mean,0.140803922
GRANITE,80m,BRYOPHYTES,max,0.079000004
GRANITE,80m,BRYOPHYTES,mean,0.026568182
GRANITE,80m,DECIDUOUS SHRUBS,max,0.377999991
GRANITE,80m,DECIDUOUS SHRUBS,mean,0.085009901
GRANITE,80m,EVERGREEN SHRUBS,max,0.180000007
GRANITE,80m,EVERGREEN SHRUBS,mean,0.085566038
GRANITE,80m,FORBS,max,0.093999997
GRANITE,80m,FORBS,mean,0.0786
GRANITE,80m,GRAMINOIDS,max,0.171000004
GRANITE,80m,GRAMINOIDS,mean,0.085026316
GRANITE,80m,NON VEGETATED,max,0.248999998
GRANITE,80m,NON VEGETATED,mean,0.063931035
GRANITE,80m,TREES,max,0.098999999
GRANITE,80m,TREES,mean,0.0825
GRANITE,90m,BRYOPHYTES,max,0.248999998
GRANITE,90m,BRYOPHYTES,mean,0.016575342
GRANITE,90m,DECIDUOUS SHRUBS,max,0.180999994
GRANITE,90m,DECIDUOUS SHRUBS,mean,0.032826855
GRANITE,90m,EVERGREEN SHRUBS,max,0.192000002
GRANITE,90m,EVERGREEN SHRUBS,mean,0.05139604
GRANITE,90m,FORBS,max,0.097000003
GRANITE,90m,FORBS,mean,0.097000003
GRANITE,90m,GRAMINOIDS,max,0.248999998
GRANITE,90m,GRAMINOIDS,mean,0.040808429
GRANITE,90m,NON VEGETATED,max,0.180000007
GRANITE,90m,NON VEGETATED,mean,0.006039773
GRANITE,90m,TREES,max,0.071999997
GRANITE,90m,TREES,mean,0.06175
GULCH,0m,DECIDUOUS SHRUBS,max,0.098999999
GULCH,0m,DECIDUOUS SHRUBS,mean,0.033373771
GULCH,0m,EVERGREEN SHRUBS,max,0.098999999
GULCH,0m,EVERGREEN SHRUBS,mean,0.046306069
GULCH,0m,FORBS,max,0.089000002
GULCH,0m,FORBS,mean,0.038360249
GULCH,0m,GRAMINOIDS,max,0.089000002
GULCH,0m,GRAMINOIDS,mean,0.04334375
GULCH,0m,NON VEGETATED,max,0.016000001
GULCH,0m,NON VEGETATED,mean,0.008
GULCH,0m,TREES,max,0.046
GULCH,0m,TREES,mean,0.035
GULCH,10m,DECIDUOUS SHRUBS,max,0.189999998
GULCH,10m,DECIDUOUS SHRUBS,mean,0.119788512
GULCH,10m,EVERGREEN SHRUBS,max,0.165000007
GULCH,10m,EVERGREEN SHRUBS,mean,0.091797873
GULCH,10m,FORBS,max,0.189999998
GULCH,10m,FORBS,mean,0.108379382
GULCH,10m,GRAMINOIDS,max,0.173999995
GULCH,10m,GRAMINOIDS,mean,0.091826347
GULCH,10m,NON VEGETATED,max,0.048999999
GULCH,10m,NON VEGETATED,mean,0.048999999
GULCH,10m,TREES,max,0.108000003
GULCH,10m,TREES,mean,0.093846155
GULCH,20m,BRYOPHYTES,max,0.050999999
GULCH,20m,BRYOPHYTES,mean,0.013771429
GULCH,20m,DECIDUOUS SHRUBS,max,0.097999997
GULCH,20m,DECIDUOUS SHRUBS,mean,0.057431818
GULCH,20m,EVERGREEN SHRUBS,max,0.119999997
GULCH,20m,EVERGREEN SHRUBS,mean,0.054233333
GULCH,20m,FORBS,max,0.115000002
GULCH,20m,FORBS,mean,0.053793893
GULCH,20m,GRAMINOIDS,max,0.115000002
GULCH,20m,GRAMINOIDS,mean,0.059294393
GULCH,20m,NON VEGETATED,max,0.055
GULCH,20m,NON VEGETATED,mean,0.015356522
GULCH,20m,TREES,max,0.061999999
GULCH,20m,TREES,mean,0.058
GULCH,30m,BRYOPHYTES,max,0.150000006
GULCH,30m,BRYOPHYTES,mean,0.024046632
GULCH,30m,DECIDUOUS SHRUBS,max,0.133000001
GULCH,30m,DECIDUOUS SHRUBS,mean,0.067912281
GULCH,30m,EVERGREEN SHRUBS,max,0.174999997
GULCH,30m,EVERGREEN SHRUBS,mean,0.068946922
GULCH,30m,FORBS,max,0.133000001
GULCH,30m,FORBS,mean,0.075711539
GULCH,30m,GRAMINOIDS,max,0.164000005
GULCH,30m,GRAMINOIDS,mean,0.057071429
GULCH,30m,NON VEGETATED,max,0.174999997
GULCH,30m,NON VEGETATED,mean,0.012119048
GULCH,40m,DECIDUOUS SHRUBS,max,0.565999985
GULCH,40m,DECIDUOUS SHRUBS,mean,0.290711825
GULCH,40m,EVERGREEN SHRUBS,max,0.101999998
GULCH,40m,EVERGREEN SHRUBS,mean,0.079153846
GULCH,40m,FORBS,max,0.425000012
GULCH,40m,FORBS,mean,0.19182096
GULCH,40m,GRAMINOIDS,max,0.395000011
GULCH,40m,GRAMINOIDS,mean,0.164812503
GULCH,40m,NON VEGETATED,max,0.451999992
GULCH,40m,NON VEGETATED,mean,0.164076924
GULCH,40m,TREES,max,0.565999985
GULCH,40m,TREES,mean,0.460599995
GULCH,50m,DECIDUOUS SHRUBS,max,0.239999995
GULCH,50m,DECIDUOUS SHRUBS,mean,0.09492381
GULCH,50m,EVERGREEN SHRUBS,max,0.254999995
GULCH,50m,EVERGREEN SHRUBS,mean,0.141043796
GULCH,50m,FORBS,max,0.245000005
GULCH,50m,FORBS,mean,0.12693913
GULCH,50m,GRAMINOIDS,max,0.254000008
GULCH,50m,GRAMINOIDS,mean,0.110390342
GULCH,50m,NON VEGETATED,max,0.119000003
GULCH,50m,NON VEGETATED,mean,0.025432433
GULCH,50m,TREES,max,0.048999999
GULCH,50m,TREES,mean,0.04
GULCH,60m,BRYOPHYTES,max,0.136999995
GULCH,60m,BRYOPHYTES,mean,0.022770732
GULCH,60m,DECIDUOUS SHRUBS,max,0.097999997
GULCH,60m,DECIDUOUS SHRUBS,mean,0.0564875
GULCH,60m,EVERGREEN SHRUBS,max,0.158999994
GULCH,60m,EVERGREEN SHRUBS,mean,0.055232019
GULCH,60m,FORBS,max,0.153999999
GULCH,60m,FORBS,mean,0.062855073
GULCH,60m,GRAMINOIDS,max,0.160999998
GULCH,60m,GRAMINOIDS,mean,0.055753012
GULCH,60m,NON VEGETATED,max,0.090000004
GULCH,60m,NON VEGETATED,mean,0.03039394
GULCH,70m,DECIDUOUS SHRUBS,max,0.549000025
GULCH,70m,DECIDUOUS SHRUBS,mean,0.391332623
GULCH,70m,EVERGREEN SHRUBS,max,0.397000015
GULCH,70m,EVERGREEN SHRUBS,mean,0.198812502
GULCH,70m,FORBS,max,0.51700002
GULCH,70m,FORBS,mean,0.375197081
GULCH,70m,GRAMINOIDS,max,0.456
GULCH,70m,GRAMINOIDS,mean,0.326058823
GULCH,70m,TREES,max,0.31400001
GULCH,70m,TREES,mean,0.29066667
GULCH,80m,BRYOPHYTES,max,0.079000004
GULCH,80m,BRYOPHYTES,mean,0.008384616
GULCH,80m,DECIDUOUS SHRUBS,max,0.071999997
GULCH,80m,DECIDUOUS SHRUBS,mean,0.029354167
GULCH,80m,EVERGREEN SHRUBS,max,0.094999999
GULCH,80m,EVERGREEN SHRUBS,mean,0.044445876
GULCH,80m,FORBS,max,0.083999999
GULCH,80m,FORBS,mean,0.034319328
GULCH,80m,GRAMINOIDS,max,0.083999999
GULCH,80m,GRAMINOIDS,mean,0.025612903
GULCH,80m,NON VEGETATED,max,0.061999999
GULCH,80m,NON VEGETATED,mean,0.008544444
GULCH,90m,DECIDUOUS SHRUBS,max,0.143000007
GULCH,90m,DECIDUOUS SHRUBS,mean,0.077137291
GULCH,90m,EVERGREEN SHRUBS,max,0.140000001
GULCH,90m,EVERGREEN SHRUBS,mean,0.07039548
GULCH,90m,FORBS,max,0.140000001
GULCH,90m,FORBS,mean,0.078054545
GULCH,90m,GRAMINOIDS,max,0.127000004
GULCH,90m,GRAMINOIDS,mean,0.060698795
KINGSOLOMON,0m,DECIDUOUS SHRUBS,max,0.174999997
KINGSOLOMON,0m,DECIDUOUS SHRUBS,mean,0.101097873
KINGSOLOMON,0m,EVERGREEN SHRUBS,max,0.159999996
KINGSOLOMON,0m,EVERGREEN SHRUBS,mean,0.068684616
KINGSOLOMON,0m,FORBS,max,0.094999999
KINGSOLOMON,0m,FORBS,mean,0.073487805
KINGSOLOMON,0m,GRAMINOIDS,max,0.052999999
KINGSOLOMON,0m,GRAMINOIDS,mean,0.030277778
KINGSOLOMON,0m,LICHENS,max,0.127000004
KINGSOLOMON,0m,LICHENS,mean,0.067968421
KINGSOLOMON,0m,NON VEGETATED,max,0.013
KINGSOLOMON,0m,NON VEGETATED,mean,0.013
KINGSOLOMON,0m,TREES,max,0.126000002
KINGSOLOMON,0m,TREES,mean,0.087136364
KINGSOLOMON,10m,DECIDUOUS SHRUBS,max,0.215000004
KINGSOLOMON,10m,DECIDUOUS SHRUBS,mean,0.104592068
KINGSOLOMON,10m,EVERGREEN SHRUBS,max,0.246999994
KINGSOLOMON,10m,EVERGREEN SHRUBS,mean,0.090171674
KINGSOLOMON,10m,FORBS,max,0.119999997
KINGSOLOMON,10m,FORBS,mean,0.09975
KINGSOLOMON,10m,LICHENS,max,0.136000007
KINGSOLOMON,10m,LICHENS,mean,0.081590909
KINGSOLOMON,10m,NON VEGETATED,max,0.108000003
KINGSOLOMON,10m,NON VEGETATED,mean,0.09575
KINGSOLOMON,10m,TREES,max,0.256999999
KINGSOLOMON,10m,TREES,mean,0.137317242
KINGSOLOMON,20m,DECIDUOUS SHRUBS,max,0.244000003
KINGSOLOMON,20m,DECIDUOUS SHRUBS,mean,0.098053255
KINGSOLOMON,20m,EVERGREEN SHRUBS,max,0.199000001
KINGSOLOMON,20m,EVERGREEN SHRUBS,mean,0.096526316
KINGSOLOMON,20m,FORBS,max,0.127000004
KINGSOLOMON,20m,FORBS,mean,0.113500003
KINGSOLOMON,20m,GRAMINOIDS,max,0.092
KINGSOLOMON,20m,GRAMINOIDS,mean,0.092
KINGSOLOMON,20m,LICHENS,max,0.153999999
KINGSOLOMON,20m,LICHENS,mean,0.097200001
KINGSOLOMON,20m,NON VEGETATED,max,0.177000001
KINGSOLOMON,20m,NON VEGETATED,mean,0.129500001
KINGSOLOMON,20m,TREES,max,0.261999995
KINGSOLOMON,20m,TREES,mean,0.130057971
KINGSOLOMON,30m,DECIDUOUS SHRUBS,max,0.240999997
KINGSOLOMON,30m,DECIDUOUS SHRUBS,mean,0.130163934
KINGSOLOMON,30m,EVERGREEN SHRUBS,max,0.209999993
KINGSOLOMON,30m,EVERGREEN SHRUBS,mean,0.110400001
KINGSOLOMON,30m,LICHENS,max,0.213
KINGSOLOMON,30m,LICHENS,mean,0.075421053
KINGSOLOMON,30m,TREES,max,0.233999997
KINGSOLOMON,30m,TREES,mean,0.127005814
KINGSOLOMON,40m,BRYOPHYTES,max,0.035
KINGSOLOMON,40m,BRYOPHYTES,mean,0.019583334
KINGSOLOMON,40m,DECIDUOUS SHRUBS,max,0.082000002
KINGSOLOMON,40m,DECIDUOUS SHRUBS,mean,0.032280769
KINGSOLOMON,40m,EVERGREEN SHRUBS,max,0.07
KINGSOLOMON,40m,EVERGREEN SHRUBS,mean,0.030514768
KINGSOLOMON,40m,FORBS,max,0.082000002
KINGSOLOMON,40m,FORBS,mean,0.043122449
KINGSOLOMON,40m,GRAMINOIDS,max,0.052999999
KINGSOLOMON,40m,GRAMINOIDS,mean,0.0375
KINGSOLOMON,40m,LICHENS,max,0.075999998
KINGSOLOMON,40m,LICHENS,mean,0.038314607
KINGSOLOMON,40m,NON VEGETATED,max,0.064999998
KINGSOLOMON,40m,NON VEGETATED,mean,0.035470588
KINGSOLOMON,40m,TREES,max,0.018999999
KINGSOLOMON,40m,TREES,mean,0.009
KINGSOLOMON,50m,BRYOPHYTES,max,0.018999999
KINGSOLOMON,50m,BRYOPHYTES,mean,0.007375
KINGSOLOMON,50m,DECIDUOUS SHRUBS,max,0.093999997
KINGSOLOMON,50m,DECIDUOUS SHRUBS,mean,0.057108108
KINGSOLOMON,50m,EVERGREEN SHRUBS,max,0.090000004
KINGSOLOMON,50m,EVERGREEN SHRUBS,mean,0.036737226
KINGSOLOMON,50m,FORBS,max,0.075000003
KINGSOLOMON,50m,FORBS,mean,0.059035714
KINGSOLOMON,50m,GRAMINOIDS,max,0.014
KINGSOLOMON,50m,GRAMINOIDS,mean,0.007
KINGSOLOMON,50m,LICHENS,max,0.086000003
KINGSOLOMON,50m,LICHENS,mean,0.069555557
KINGSOLOMON,50m,NON VEGETATED,max,0.015
KINGSOLOMON,50m,NON VEGETATED,mean,0.0145
KINGSOLOMON,50m,TREES,max,0.090000004
KINGSOLOMON,50m,TREES,mean,0.041
KINGSOLOMON,60m,DECIDUOUS SHRUBS,max,0.114
KINGSOLOMON,60m,DECIDUOUS SHRUBS,mean,0.059821863
KINGSOLOMON,60m,EVERGREEN SHRUBS,max,0.108000003
KINGSOLOMON,60m,EVERGREEN SHRUBS,mean,0.048611571
KINGSOLOMON,60m,FORBS,max,0.082000002
KINGSOLOMON,60m,FORBS,mean,0.059615385
KINGSOLOMON,60m,GRAMINOIDS,max,0
KINGSOLOMON,60m,GRAMINOIDS,mean,0
KINGSOLOMON,60m,LICHENS,max,0.032000002
KINGSOLOMON,60m,LICHENS,mean,0.028000001
KINGSOLOMON,60m,NON VEGETATED,max,0
KINGSOLOMON,60m,NON VEGETATED,mean,0
KINGSOLOMON,60m,TREES,max,0.104000002
KINGSOLOMON,60m,TREES,mean,0.061969697
KINGSOLOMON,70m,DECIDUOUS SHRUBS,max,0.11833933
KINGSOLOMON,70m,DECIDUOUS SHRUBS,mean,0.042369689
KINGSOLOMON,70m,EVERGREEN SHRUBS,max,0.104407333
KINGSOLOMON,70m,EVERGREEN SHRUBS,mean,0.033560991
KINGSOLOMON,70m,FORBS,max,0.117862225
KINGSOLOMON,70m,FORBS,mean,0.038779351
KINGSOLOMON,70m,LICHENS,max,0.100685999
KINGSOLOMON,70m,LICHENS,mean,0.044713868
KINGSOLOMON,70m,TREES,max,0.08812733
KINGSOLOMON,70m,TREES,mean,0.014064316
KINGSOLOMON,80m,DECIDUOUS SHRUBS,max,0.237000003
KINGSOLOMON,80m,DECIDUOUS SHRUBS,mean,0.156723237
KINGSOLOMON,80m,EVERGREEN SHRUBS,max,0.237000003
KINGSOLOMON,80m,EVERGREEN SHRUBS,mean,0.134284247
KINGSOLOMON,80m,LICHENS,max,0.217999995
KINGSOLOMON,80m,LICHENS,mean,0.165777776
KINGSOLOMON,80m,TREES,max,0.217999995
KINGSOLOMON,80m,TREES,mean,0.158663717
KINGSOLOMON,90m,DECIDUOUS SHRUBS,max,0.156000003
KINGSOLOMON,90m,DECIDUOUS SHRUBS,mean,0.079361964
KINGSOLOMON,90m,EVERGREEN SHRUBS,max,0.156000003
KINGSOLOMON,90m,EVERGREEN SHRUBS,mean,0.0719375
KINGSOLOMON,90m,FORBS,max,0.137999997
KINGSOLOMON,90m,FORBS,mean,0.107333334
KINGSOLOMON,90m,GRAMINOIDS,max,0.145999998
KINGSOLOMON,90m,GRAMINOIDS,mean,0.111058824
KINGSOLOMON,90m,LICHENS,max,0.112999998
KINGSOLOMON,90m,LICHENS,mean,0.063675676
KINGSOLOMON,90m,NON VEGETATED,max,0.090000004
KINGSOLOMON,90m,NON VEGETATED,mean,0.037175001
KINGSOLOMON,90m,TREES,max,0.140000001
KINGSOLOMON,90m,TREES,mean,0.065737805
LOWERQUARRY,0m,BRYOPHYTES,max,0.041000001
LOWERQUARRY,0m,BRYOPHYTES,mean,0.016222222
LOWERQUARRY,0m,DECIDUOUS SHRUBS,max,0.075999998
LOWERQUARRY,0m,DECIDUOUS SHRUBS,mean,0.027875472
LOWERQUARRY,0m,EVERGREEN SHRUBS,max,0.075999998
LOWERQUARRY,0m,EVERGREEN SHRUBS,mean,0.030729508
LOWERQUARRY,0m,FORBS,max,0.066
LOWERQUARRY,0m,FORBS,mean,0.02375
LOWERQUARRY,0m,GRAMINOIDS,max,0.071000002
LOWERQUARRY,0m,GRAMINOIDS,mean,0.027834615
LOWERQUARRY,0m,LICHENS,max,0.046999998
LOWERQUARRY,0m,LICHENS,mean,0.026777778
LOWERQUARRY,0m,NON VEGETATED,max,0.028000001
LOWERQUARRY,0m,NON VEGETATED,mean,0.006307692
LOWERQUARRY,10m,BRYOPHYTES,max,0.057
LOWERQUARRY,10m,BRYOPHYTES,mean,0.015472222
LOWERQUARRY,10m,DECIDUOUS SHRUBS,max,0.027000001
LOWERQUARRY,10m,DECIDUOUS SHRUBS,mean,0.019571429
LOWERQUARRY,10m,EVERGREEN SHRUBS,max,0.061999999
LOWERQUARRY,10m,EVERGREEN SHRUBS,mean,0.023746269
LOWERQUARRY,10m,GRAMINOIDS,max,0.083999999
LOWERQUARRY,10m,GRAMINOIDS,mean,0.038629032
LOWERQUARRY,10m,LICHENS,max,0.052000001
LOWERQUARRY,10m,LICHENS,mean,0.026578948
LOWERQUARRY,10m,NON VEGETATED,max,0.079999998
LOWERQUARRY,10m,NON VEGETATED,mean,0.028642857
LOWERQUARRY,20m,BRYOPHYTES,max,0.075999998
LOWERQUARRY,20m,BRYOPHYTES,mean,0.040521739
LOWERQUARRY,20m,DECIDUOUS SHRUBS,max,0.111000001
LOWERQUARRY,20m,DECIDUOUS SHRUBS,mean,0.049915888
LOWERQUARRY,20m,EVERGREEN SHRUBS,max,0.111000001
LOWERQUARRY,20m,EVERGREEN SHRUBS,mean,0.043228572
LOWERQUARRY,20m,FORBS,max,0.104999997
LOWERQUARRY,20m,FORBS,mean,0.058576923
LOWERQUARRY,20m,GRAMINOIDS,max,0.116999999
LOWERQUARRY,20m,GRAMINOIDS,mean,0.06073253
LOWERQUARRY,20m,LICHENS,max,0.057
LOWERQUARRY,20m,LICHENS,mean,0.046500001
LOWERQUARRY,20m,NON VEGETATED,max,0.071999997
LOWERQUARRY,20m,NON VEGETATED,mean,0.012846154
LOWERQUARRY,30m,BRYOPHYTES,max,0.045000002
LOWERQUARRY,30m,BRYOPHYTES,mean,0.007380952
LOWERQUARRY,30m,DECIDUOUS SHRUBS,max,0.045000002
LOWERQUARRY,30m,DECIDUOUS SHRUBS,mean,0.018375
LOWERQUARRY,30m,EVERGREEN SHRUBS,max,0.061000001
LOWERQUARRY,30m,EVERGREEN SHRUBS,mean,0.019304348
LOWERQUARRY,30m,FORBS,max,0.039999999
LOWERQUARRY,30m,FORBS,mean,0.017363637
LOWERQUARRY,30m,GRAMINOIDS,max,0.061000001
LOWERQUARRY,30m,GRAMINOIDS,mean,0.024790984
LOWERQUARRY,30m,LICHENS,max,0.041999999
LOWERQUARRY,30m,LICHENS,mean,0.025095238
LOWERQUARRY,30m,NON VEGETATED,max,0.044
LOWERQUARRY,30m,NON VEGETATED,mean,0.010292857
LOWERQUARRY,40m,BRYOPHYTES,max,0.057999998
LOWERQUARRY,40m,BRYOPHYTES,mean,0.020904762
LOWERQUARRY,40m,DECIDUOUS SHRUBS,max,0.115999997
LOWERQUARRY,40m,DECIDUOUS SHRUBS,mean,0.044184466
LOWERQUARRY,40m,EVERGREEN SHRUBS,max,0.098999999
LOWERQUARRY,40m,EVERGREEN SHRUBS,mean,0.027945455
LOWERQUARRY,40m,FORBS,max,0.115999997
LOWERQUARRY,40m,FORBS,mean,0.055114286
LOWERQUARRY,40m,GRAMINOIDS,max,0.115999997
LOWERQUARRY,40m,GRAMINOIDS,mean,0.033370536
LOWERQUARRY,40m,LICHENS,max,0.037
LOWERQUARRY,40m,LICHENS,mean,0.033333333
LOWERQUARRY,40m,NON VEGETATED,max,0.043000001
LOWERQUARRY,40m,NON VEGETATED,mean,0.02625
LOWERQUARRY,50m,BRYOPHYTES,max,0.078000002
LOWERQUARRY,50m,BRYOPHYTES,mean,0.015378378
LOWERQUARRY,50m,EVERGREEN SHRUBS,max,0.078000002
LOWERQUARRY,50m,EVERGREEN SHRUBS,mean,0.020441667
LOWERQUARRY,50m,GRAMINOIDS,max,0.083999999
LOWERQUARRY,50m,GRAMINOIDS,mean,0.039674748
LOWERQUARRY,50m,LICHENS,max,0.046999998
LOWERQUARRY,50m,LICHENS,mean,0.016571428
LOWERQUARRY,50m,NON VEGETATED,max,0.052999999
LOWERQUARRY,50m,NON VEGETATED,mean,0.03
LOWERQUARRY,60m,BRYOPHYTES,max,0.074000001
LOWERQUARRY,60m,BRYOPHYTES,mean,0.016736434
LOWERQUARRY,60m,DECIDUOUS SHRUBS,max,0.108999997
LOWERQUARRY,60m,DECIDUOUS SHRUBS,mean,0.038586539
LOWERQUARRY,60m,EVERGREEN SHRUBS,max,0.090000004
LOWERQUARRY,60m,EVERGREEN SHRUBS,mean,0.021699115
LOWERQUARRY,60m,FORBS,max,0.086000003
LOWERQUARRY,60m,FORBS,mean,0.058
LOWERQUARRY,60m,GRAMINOIDS,max,0.090000004
LOWERQUARRY,60m,GRAMINOIDS,mean,0.035964789
LOWERQUARRY,60m,LICHENS,max,0.054000001
LOWERQUARRY,60m,LICHENS,mean,0.021738739
LOWERQUARRY,70m,BRYOPHYTES,max,0.291999996
LOWERQUARRY,70m,BRYOPHYTES,mean,0.063263158
LOWERQUARRY,70m,DECIDUOUS SHRUBS,max,0.344999999
LOWERQUARRY,70m,DECIDUOUS SHRUBS,mean,0.109828571
LOWERQUARRY,70m,EVERGREEN SHRUBS,max,0.101000004
LOWERQUARRY,70m,EVERGREEN SHRUBS,mean,0.028826087
LOWERQUARRY,70m,FORBS,max,0.284000009
LOWERQUARRY,70m,FORBS,mean,0.079606383
LOWERQUARRY,70m,GRAMINOIDS,max,0.150000006
LOWERQUARRY,70m,GRAMINOIDS,mean,0.051408108
LOWERQUARRY,70m,LICHENS,max,0.135000005
LOWERQUARRY,70m,LICHENS,mean,0.053257143
LOWERQUARRY,70m,NON VEGETATED,max,0.057
LOWERQUARRY,70m,NON VEGETATED,mean,0.021076923
LOWERQUARRY,80m,BRYOPHYTES,max,0.064999998
LOWERQUARRY,80m,BRYOPHYTES,mean,0.016742268
LOWERQUARRY,80m,DECIDUOUS SHRUBS,max,0.063000001
LOWERQUARRY,80m,DECIDUOUS SHRUBS,mean,0.02654
LOWERQUARRY,80m,EVERGREEN SHRUBS,max,0.074000001
LOWERQUARRY,80m,EVERGREEN SHRUBS,mean,0.023641791
LOWERQUARRY,80m,FORBS,max,0.064999998
LOWERQUARRY,80m,FORBS,mean,0.039788733
LOWERQUARRY,80m,GRAMINOIDS,max,0.063000001
LOWERQUARRY,80m,GRAMINOIDS,mean,0.030228572
LOWERQUARRY,80m,LICHENS,max,0.057
LOWERQUARRY,80m,LICHENS,mean,0.017869565
LOWERQUARRY,90m,BRYOPHYTES,max,0.090000004
LOWERQUARRY,90m,BRYOPHYTES,mean,0.027375
LOWERQUARRY,90m,DECIDUOUS SHRUBS,max,0.112000003
LOWERQUARRY,90m,DECIDUOUS SHRUBS,mean,0.0461875
LOWERQUARRY,90m,EVERGREEN SHRUBS,max,0.090000004
LOWERQUARRY,90m,EVERGREEN SHRUBS,mean,0.035326531
LOWERQUARRY,90m,FORBS,max,0.112000003
LOWERQUARRY,90m,FORBS,mean,0.043552632
LOWERQUARRY,90m,GRAMINOIDS,max,0.097999997
LOWERQUARRY,90m,GRAMINOIDS,mean,0.054376
LOWERQUARRY,90m,LICHENS,max,0.096000001
LOWERQUARRY,90m,LICHENS,mean,0.061028572
LOWERQUARRY,90m,NON VEGETATED,max,0.109999999
LOWERQUARRY,90m,NON VEGETATED,mean,0.043101449
MATSONCREEK,0m,BRYOPHYTES,max,0.023
MATSONCREEK,0m,BRYOPHYTES,mean,0.007222222
MATSONCREEK,0m,EVERGREEN SHRUBS,max,0.026232222
MATSONCREEK,0m,EVERGREEN SHRUBS,mean,0.008504376
MATSONCREEK,0m,GRAMINOIDS,max,0.033
MATSONCREEK,0m,GRAMINOIDS,mean,0.013916768
MATSONCREEK,0m,NON VEGETATED,max,0.033
MATSONCREEK,0m,NON VEGETATED,mean,0.004901634
