site_code,quadrat_num,PFT,summaryType,height
PAGE,10m,BRYOPHYTES,max,0.061000001
PAGE,10m,BRYOPHYTES,mean,0.015185185
PAGE,10m,DECIDUOUS SHRUBS,max,0.064999998
PAGE,10m,DECIDUOUS SHRUBS,mean,0.026885057
PAGE,10m,EVERGREEN SHRUBS,max,0.078000002
PAGE,10m,EVERGREEN SHRUBS,mean,0.02369086
PAGE,10m,FORBS,max,0.108000003
PAGE,10m,FORBS,mean,0.048415095
PAGE,10m,GRAMINOIDS,max,0.085000001
PAGE,10m,GRAMINOIDS,mean,0.03075
PAGE,10m,NON VEGETATED,max,0.078000002
PAGE,10m,NON VEGETATED,mean,0.01203125
PAGE,20m,BRYOPHYTES,max,0.059
PAGE,20m,BRYOPHYTES,mean,0.020283333
PAGE,20m,DECIDUOUS SHRUBS,max,0.144999996
PAGE,20m,DECIDUOUS SHRUBS,mean,0.060431677
PAGE,20m,EVERGREEN SHRUBS,max,0.125
PAGE,20m,EVERGREEN SHRUBS,mean,0.039024875
PAGE,20m,FORBS,max,0.140000001
PAGE,20m,FORBS,mean,0.05792562
PAGE,20m,GRAMINOIDS,max,0.064999998
PAGE,20m,GRAMINOIDS,mean,0.020981482
PAGE,20m,NON VEGETATED,max,0.037999999
PAGE,20m,NON VEGETATED,mean,0.019499999
PAGE,30m,BRYOPHYTES,max,0.050000001
PAGE,30m,BRYOPHYTES,mean,0.014955056
PAGE,30m,DECIDUOUS SHRUBS,max,0.108000003
PAGE,30m,DECIDUOUS SHRUBS,mean,0.04578481
PAGE,30m,EVERGREEN SHRUBS,max,0.081
PAGE,30m,EVERGREEN SHRUBS,mean,0.027606965
PAGE,30m,FORBS,max,0.108000003
PAGE,30m,FORBS,mean,0.057197279
PAGE,30m,GRAMINOIDS,max,0.048
PAGE,30m,GRAMINOIDS,mean,0.022171429
PAGE,30m,NON VEGETATED,max,0.046999998
PAGE,30m,NON VEGETATED,mean,0.015693878
PAGE,40m,BRYOPHYTES,max,0.100000001
PAGE,40m,BRYOPHYTES,mean,0.028666667
PAGE,40m,DECIDUOUS SHRUBS,max,0.108000003
PAGE,40m,DECIDUOUS SHRUBS,mean,0.049886474
PAGE,40m,EVERGREEN SHRUBS,max,0.104000002
PAGE,40m,EVERGREEN SHRUBS,mean,0.048417476
PAGE,40m,FORBS,max,0.123000003
PAGE,40m,FORBS,mean,0.069176137
PAGE,40m,GRAMINOIDS,max,0.094999999
PAGE,40m,GRAMINOIDS,mean,0.065
PAGE,40m,NON VEGETATED,max,0.068000004
PAGE,40m,NON VEGETATED,mean,0.058666668
PAGE,50m,BRYOPHYTES,max,0.321999997
PAGE,50m,BRYOPHYTES,mean,0.024945
PAGE,50m,DECIDUOUS SHRUBS,max,0.094999999
PAGE,50m,DECIDUOUS SHRUBS,mean,0.03679021
PAGE,50m,EVERGREEN SHRUBS,max,0.221000001
PAGE,50m,EVERGREEN SHRUBS,mean,0.03353252
PAGE,50m,FORBS,max,0.086999997
PAGE,50m,FORBS,mean,0.053153846
PAGE,50m,GRAMINOIDS,max,0.273000002
PAGE,50m,GRAMINOIDS,mean,0.062966667
PAGE,50m,NON VEGETATED,max,0.273000002
PAGE,50m,NON VEGETATED,mean,0.036289474
PAGE,60m,BRYOPHYTES,max,0.052999999
PAGE,60m,BRYOPHYTES,mean,0.010863636
PAGE,60m,DECIDUOUS SHRUBS,max,0.063000001
PAGE,60m,DECIDUOUS SHRUBS,mean,0.035346939
PAGE,60m,EVERGREEN SHRUBS,max,0.063000001
PAGE,60m,EVERGREEN SHRUBS,mean,0.0189375
PAGE,60m,FORBS,max,0.046
PAGE,60m,FORBS,mean,0.0255
PAGE,60m,GRAMINOIDS,max,0.057999998
PAGE,60m,GRAMINOIDS,mean,0.022809836
PAGE,60m,NON VEGETATED,max,0.046999998
PAGE,60m,NON VEGETATED,mean,0.008277778
PAGE,70m,BRYOPHYTES,max,0.287999988
PAGE,70m,BRYOPHYTES,mean,0.047238636
PAGE,70m,DECIDUOUS SHRUBS,max,0.130999997
PAGE,70m,DECIDUOUS SHRUBS,mean,0.062910448
PAGE,70m,EVERGREEN SHRUBS,max,0.305000007
PAGE,70m,EVERGREEN SHRUBS,mean,0.102672728
PAGE,70m,FORBS,max,0.072999999
PAGE,70m,FORBS,mean,0.065624999
PAGE,70m,GRAMINOIDS,max,0.298999995
PAGE,70m,GRAMINOIDS,mean,0.051064439
PAGE,70m,NON VEGETATED,max,0.002
PAGE,70m,NON VEGETATED,mean,0.001
PAGE,80m,BRYOPHYTES,max,0.137999997
PAGE,80m,BRYOPHYTES,mean,0.031011364
PAGE,80m,DECIDUOUS SHRUBS,max,0.075999998
PAGE,80m,DECIDUOUS SHRUBS,mean,0.042247423
PAGE,80m,EVERGREEN SHRUBS,max,0.182999998
PAGE,80m,EVERGREEN SHRUBS,mean,0.034337349
PAGE,80m,FORBS,max,0.077
PAGE,80m,FORBS,mean,0.05575
PAGE,80m,GRAMINOIDS,max,0.213
PAGE,80m,GRAMINOIDS,mean,0.045232877
PAGE,80m,NON VEGETATED,max,0.034000002
PAGE,80m,NON VEGETATED,mean,0.021600001
PAGE,90m,BRYOPHYTES,max,0.112999998
PAGE,90m,BRYOPHYTES,mean,0.016466667
PAGE,90m,DECIDUOUS SHRUBS,max,0.144999996
PAGE,90m,DECIDUOUS SHRUBS,mean,0.064192307
PAGE,90m,EVERGREEN SHRUBS,max,0.136000007
PAGE,90m,EVERGREEN SHRUBS,mean,0.037024476
PAGE,90m,FORBS,max,0.103
PAGE,90m,FORBS,mean,0.05262963
PAGE,90m,GRAMINOIDS,max,0.112999998
PAGE,90m,GRAMINOIDS,mean,0.037363229
PAGE,90m,NON VEGETATED,max,0.028000001
PAGE,90m,NON VEGETATED,mean,0.028000001
PEDRO,0m,BRYOPHYTES,max,0.119999997
PEDRO,0m,BRYOPHYTES,mean,0.054078947
PEDRO,0m,DECIDUOUS SHRUBS,max,0.598999977
PEDRO,0m,DECIDUOUS SHRUBS,mean,0.09947549
PEDRO,0m,EVERGREEN SHRUBS,max,0.31099999
PEDRO,0m,EVERGREEN SHRUBS,mean,0.088303797
PEDRO,0m,FORBS,max,0.61500001
PEDRO,0m,FORBS,mean,0.079893417
PEDRO,0m,GRAMINOIDS,max,0.072999999
PEDRO,0m,GRAMINOIDS,mean,0.041466666
PEDRO,0m,NON VEGETATED,max,0.400000006
PEDRO,0m,NON VEGETATED,mean,0.059053334
PEDRO,0m,TREES,max,0.828000009
PEDRO,0m,TREES,mean,0.125877193
PEDRO,10m,BRYOPHYTES,max,0.186000004
PEDRO,10m,BRYOPHYTES,mean,0.033
PEDRO,10m,DECIDUOUS SHRUBS,max,0.308999985
PEDRO,10m,DECIDUOUS SHRUBS,mean,0.170731707
PEDRO,10m,EVERGREEN SHRUBS,max,0.226999998
PEDRO,10m,EVERGREEN SHRUBS,mean,0.14888889
PEDRO,10m,FORBS,max,0.257999986
PEDRO,10m,FORBS,mean,0.153663158
PEDRO,10m,GRAMINOIDS,max,0.224999994
PEDRO,10m,GRAMINOIDS,mean,0.224999994
PEDRO,10m,NON VEGETATED,max,0.171000004
PEDRO,10m,NON VEGETATED,mean,0.053461538
PEDRO,10m,SHADOW,max,0.072999999
PEDRO,10m,SHADOW,mean,0.034333333
PEDRO,10m,TREES,max,0.100000001
PEDRO,10m,TREES,mean,0.062900001
PEDRO,20m,DECIDUOUS SHRUBS,max,0.583000004
PEDRO,20m,DECIDUOUS SHRUBS,mean,0.253238908
PEDRO,20m,EVERGREEN SHRUBS,max,0.469999999
PEDRO,20m,EVERGREEN SHRUBS,mean,0.190374074
PEDRO,20m,FORBS,max,0.432999998
PEDRO,20m,FORBS,mean,0.223647058
PEDRO,20m,GRAMINOIDS,max,0.331999987
PEDRO,20m,GRAMINOIDS,mean,0.319285712
PEDRO,30m,DECIDUOUS SHRUBS,max,1.106999993
PEDRO,30m,DECIDUOUS SHRUBS,mean,0.733154601
PEDRO,30m,EVERGREEN SHRUBS,max,0.776000023
PEDRO,30m,EVERGREEN SHRUBS,mean,0.404536586
PEDRO,30m,FORBS,max,0.658999979
PEDRO,30m,FORBS,mean,0.628666659
PEDRO,30m,GRAMINOIDS,max,0.153999999
PEDRO,30m,GRAMINOIDS,mean,0.152000003
PEDRO,30m,TREES,max,0.86500001
PEDRO,30m,TREES,mean,0.72425
PEDRO,40m,DECIDUOUS SHRUBS,max,0.347000003
PEDRO,40m,DECIDUOUS SHRUBS,mean,0.116541008
PEDRO,40m,EVERGREEN SHRUBS,max,0.166999996
PEDRO,40m,EVERGREEN SHRUBS,mean,0.082445731
PEDRO,40m,FORBS,max,0.344096214
PEDRO,40m,FORBS,mean,0.064544702
PEDRO,40m,GRAMINOIDS,max,0.101000004
PEDRO,40m,GRAMINOIDS,mean,0.101000004
PEDRO,40m,TREES,max,0.231000006
PEDRO,40m,TREES,mean,0.135266666
PEDRO,50m,BRYOPHYTES,max,0.398000002
PEDRO,50m,BRYOPHYTES,mean,0.146235295
PEDRO,50m,DECIDUOUS SHRUBS,max,0.823000014
PEDRO,50m,DECIDUOUS SHRUBS,mean,0.43550711
PEDRO,50m,EVERGREEN SHRUBS,max,0.720000029
PEDRO,50m,EVERGREEN SHRUBS,mean,0.246438066
PEDRO,50m,FORBS,max,0.524999976
PEDRO,50m,FORBS,mean,0.232727271
PEDRO,50m,GRAMINOIDS,max,0.209000006
PEDRO,50m,GRAMINOIDS,mean,0.127451613
PEDRO,50m,NON VEGETATED,max,0.5
PEDRO,50m,NON VEGETATED,mean,0.24436842
PEDRO,50m,TREES,max,0.751999974
PEDRO,50m,TREES,mean,0.565913042
PEDRO,60m,BRYOPHYTES,max,0.836000025
PEDRO,60m,BRYOPHYTES,mean,0.176527397
PEDRO,60m,DECIDUOUS SHRUBS,max,0.874000013
PEDRO,60m,DECIDUOUS SHRUBS,mean,0.638470949
PEDRO,60m,EVERGREEN SHRUBS,max,0.850000024
PEDRO,60m,EVERGREEN SHRUBS,mean,0.377419355
PEDRO,60m,FORBS,max,0.815999985
PEDRO,60m,FORBS,mean,0.810000002
PEDRO,60m,GRAMINOIDS,max,0.550999999
PEDRO,60m,GRAMINOIDS,mean,0.550999999
PEDRO,60m,NON VEGETATED,max,0.307999998
PEDRO,60m,NON VEGETATED,mean,0.297499999
PEDRO,60m,TREES,max,0.805000007
PEDRO,60m,TREES,mean,0.655218751
PEDRO,70m,DECIDUOUS SHRUBS,max,1.611999989
PEDRO,70m,DECIDUOUS SHRUBS,mean,1.133247694
PEDRO,70m,EVERGREEN SHRUBS,max,1.296000004
PEDRO,70m,EVERGREEN SHRUBS,mean,1.066080003
PEDRO,70m,FORBS,max,1.379999995
PEDRO,70m,FORBS,mean,1.092585365
PEDRO,70m,GRAMINOIDS,max,1.128000021
PEDRO,70m,GRAMINOIDS,mean,1.081499994
PEDRO,70m,TREES,max,1.299000025
PEDRO,70m,TREES,mean,1.292600036
PEDRO,80m,BRYOPHYTES,max,0.093000002
PEDRO,80m,BRYOPHYTES,mean,0.039166666
PEDRO,80m,DECIDUOUS SHRUBS,max,0.513000011
PEDRO,80m,DECIDUOUS SHRUBS,mean,0.225028754
PEDRO,80m,EVERGREEN SHRUBS,max,0.474999994
PEDRO,80m,EVERGREEN SHRUBS,mean,0.142949468
PEDRO,80m,FORBS,max,0.423000008
PEDRO,80m,FORBS,mean,0.110586827
PEDRO,80m,GRAMINOIDS,max,0.081
PEDRO,80m,GRAMINOIDS,mean,0.079500001
PEDRO,80m,NON VEGETATED,max,0.103
PEDRO,80m,NON VEGETATED,mean,0.069454545
PEDRO,90m,BRYOPHYTES,max,0.228
PEDRO,90m,BRYOPHYTES,mean,0.073999999
PEDRO,90m,DECIDUOUS SHRUBS,max,0.60799998
PEDRO,90m,DECIDUOUS SHRUBS,mean,0.390921764
PEDRO,90m,EVERGREEN SHRUBS,max,0.569000006
PEDRO,90m,EVERGREEN SHRUBS,mean,0.279124999
PEDRO,90m,FORBS,max,0.203999996
PEDRO,90m,FORBS,mean,0.180499998
PEDRO,90m,NON VEGETATED,max,0.400999993
PEDRO,90m,NON VEGETATED,mean,0.123349397
PEDRO,90m,SHADOW,max,0.289999992
PEDRO,90m,SHADOW,mean,0.274499997
PEDRO,90m,TREES,max,0.451000005
PEDRO,90m,TREES,mean,0.3352
PINNELL,0m,BRYOPHYTES,max,0.059999999
PINNELL,0m,BRYOPHYTES,mean,0.023153846
PINNELL,0m,DECIDUOUS SHRUBS,max,0.066
PINNELL,0m,DECIDUOUS SHRUBS,mean,0.035408164
PINNELL,0m,EVERGREEN SHRUBS,max,0.089000002
PINNELL,0m,EVERGREEN SHRUBS,mean,0.030576493
PINNELL,0m,FORBS,max,0.017999999
PINNELL,0m,FORBS,mean,0.0134
PINNELL,0m,GRAMINOIDS,max,0.059999999
PINNELL,0m,GRAMINOIDS,mean,0.017746667
PINNELL,0m,LICHENS,max,0.061000001
PINNELL,0m,LICHENS,mean,0.01484127
PINNELL,0m,NON VEGETATED,max,0.028999999
PINNELL,0m,NON VEGETATED,mean,0.010048387
PINNELL,10m,BRYOPHYTES,max,0.033
PINNELL,10m,BRYOPHYTES,mean,0.011021739
PINNELL,10m,DECIDUOUS SHRUBS,max,0.048
PINNELL,10m,DECIDUOUS SHRUBS,mean,0.031774194
PINNELL,10m,EVERGREEN SHRUBS,max,0.037
PINNELL,10m,EVERGREEN SHRUBS,mean,0.022175953
PINNELL,10m,FORBS,max,0.021
PINNELL,10m,FORBS,mean,0.019499999
PINNELL,10m,GRAMINOIDS,max,0.037
PINNELL,10m,GRAMINOIDS,mean,0.019060606
PINNELL,10m,LICHENS,max,0.046
PINNELL,10m,LICHENS,mean,0.015803846
PINNELL,10m,NON VEGETATED,max,0.048
PINNELL,10m,NON VEGETATED,mean,0.032086957
PINNELL,10m,TREES,max,0.01
PINNELL,10m,TREES,mean,0.01
PINNELL,20m,BRYOPHYTES,max,0.125
PINNELL,20m,BRYOPHYTES,mean,0.044333333
PINNELL,20m,DECIDUOUS SHRUBS,max,0.112999998
PINNELL,20m,DECIDUOUS SHRUBS,mean,0.053514563
PINNELL,20m,EVERGREEN SHRUBS,max,0.112999998
PINNELL,20m,EVERGREEN SHRUBS,mean,0.041710145
PINNELL,20m,GRAMINOIDS,max,0.125
PINNELL,20m,GRAMINOIDS,mean,0.03906993
PINNELL,20m,LICHENS,max,0.103
PINNELL,20m,LICHENS,mean,0.034616438
PINNELL,20m,NON VEGETATED,max,0.125
PINNELL,20m,NON VEGETATED,mean,0.032358491
PINNELL,20m,TREES,max,0.111000001
PINNELL,20m,TREES,mean,0.100909092
PINNELL,30m,BRYOPHYTES,max,0.074000001
PINNELL,30m,BRYOPHYTES,mean,0.007126154
PINNELL,30m,DECIDUOUS SHRUBS,max,0.101000004
PINNELL,30m,DECIDUOUS SHRUBS,mean,0.055200001
PINNELL,30m,EVERGREEN SHRUBS,max,0.118000001
PINNELL,30m,EVERGREEN SHRUBS,mean,0.020865385
PINNELL,30m,GRAMINOIDS,max,0.105999999
PINNELL,30m,GRAMINOIDS,mean,0.01935468
PINNELL,30m,LICHENS,max,0.045000002
PINNELL,30m,LICHENS,mean,0.01003268
PINNELL,30m,NON VEGETATED,max,0.173999995
PINNELL,30m,NON VEGETATED,mean,0.03572
PINNELL,40m,BRYOPHYTES,max,0.064000003
PINNELL,40m,BRYOPHYTES,mean,0.0146
PINNELL,40m,DECIDUOUS SHRUBS,max,0.094999999
PINNELL,40m,DECIDUOUS SHRUBS,mean,0.0490625
PINNELL,40m,EVERGREEN SHRUBS,max,0.114
PINNELL,40m,EVERGREEN SHRUBS,mean,0.04590604
PINNELL,40m,GRAMINOIDS,max,0.116999999
PINNELL,40m,GRAMINOIDS,mean,0.060840336
PINNELL,40m,LICHENS,max,0.208000004
PINNELL,40m,LICHENS,mean,0.033435294
PINNELL,40m,NON VEGETATED,max,0.201000005
PINNELL,40m,NON VEGETATED,mean,0.018066502
PINNELL,40m,TREES,max,0.228
PINNELL,40m,TREES,mean,0.179083333
PINNELL,50m,BRYOPHYTES,max,0.085000001
PINNELL,50m,BRYOPHYTES,mean,0.010348946
PINNELL,50m,DECIDUOUS SHRUBS,max,0.085000001
PINNELL,50m,DECIDUOUS SHRUBS,mean,0.051017392
PINNELL,50m,EVERGREEN SHRUBS,max,0.077
PINNELL,50m,EVERGREEN SHRUBS,mean,0.032481284
PINNELL,50m,GRAMINOIDS,max,0.085000001
PINNELL,50m,GRAMINOIDS,mean,0.027846154
PINNELL,50m,LICHENS,max,0.07
PINNELL,50m,LICHENS,mean,0.027222222
PINNELL,50m,NON VEGETATED,max,0.068999998
PINNELL,50m,NON VEGETATED,mean,0.041666667
PINNELL,50m,TREES,max,0.057999998
PINNELL,50m,TREES,mean,0.042499999
PINNELL,60m,BRYOPHYTES,max,0.027000001
PINNELL,60m,BRYOPHYTES,mean,0.015727273
PINNELL,60m,EVERGREEN SHRUBS,max,0.052000001
PINNELL,60m,EVERGREEN SHRUBS,mean,0.025836879
PINNELL,60m,GRAMINOIDS,max,0.057
PINNELL,60m,GRAMINOIDS,mean,0.029111111
PINNELL,60m,LICHENS,max,0.057
PINNELL,60m,LICHENS,mean,0.022394336
PINNELL,60m,NON VEGETATED,max,0.057
PINNELL,60m,NON VEGETATED,mean,0.006352201
PINNELL,70m,BRYOPHYTES,max,0.028999999
PINNELL,70m,BRYOPHYTES,mean,0.0205
PINNELL,70m,DECIDUOUS SHRUBS,max,0.105999999
PINNELL,70m,DECIDUOUS SHRUBS,mean,0.059597015
PINNELL,70m,EVERGREEN SHRUBS,max,0.085000001
PINNELL,70m,EVERGREEN SHRUBS,mean,0.040608392
PINNELL,70m,FORBS,max,0.056000002
PINNELL,70m,FORBS,mean,0.037200001
PINNELL,70m,GRAMINOIDS,max,0.057999998
PINNELL,70m,GRAMINOIDS,mean,0.03306
PINNELL,70m,LICHENS,max,0.07
PINNELL,70m,LICHENS,mean,0.03177551
PINNELL,70m,NON VEGETATED,max,0.086999997
PINNELL,70m,NON VEGETATED,mean,0.024827587
PINNELL,70m,TREES,max,0.078000002
PINNELL,70m,TREES,mean,0.078000002
PINNELL,80m,BRYOPHYTES,max,0.071000002
PINNELL,80m,BRYOPHYTES,mean,0.01046875
PINNELL,80m,DECIDUOUS SHRUBS,max,0.092
PINNELL,80m,DECIDUOUS SHRUBS,mean,0.041276596
PINNELL,80m,EVERGREEN SHRUBS,max,0.072999999
PINNELL,80m,EVERGREEN SHRUBS,mean,0.024644068
PINNELL,80m,FORBS,max,0.048
PINNELL,80m,FORBS,mean,0.048
PINNELL,80m,GRAMINOIDS,max,0.075999998
PINNELL,80m,GRAMINOIDS,mean,0.029777778
PINNELL,80m,LICHENS,max,0.057999998
PINNELL,80m,LICHENS,mean,0.016571429
PINNELL,80m,NON VEGETATED,max,0.052000001
PINNELL,80m,NON VEGETATED,mean,0.018142858
PINNELL,80m,TREES,max,0.075999998
PINNELL,80m,TREES,mean,0.063749999
PINNELL,90m,BRYOPHYTES,max,0.041000001
PINNELL,90m,BRYOPHYTES,mean,0.02025
PINNELL,90m,DECIDUOUS SHRUBS,max,0.093999997
PINNELL,90m,DECIDUOUS SHRUBS,mean,0.037733333
PINNELL,90m,EVERGREEN SHRUBS,max,0.126000002
PINNELL,90m,EVERGREEN SHRUBS,mean,0.029536902
PINNELL,90m,FORBS,max,0.041000001
PINNELL,90m,FORBS,mean,0.041000001
PINNELL,90m,GRAMINOIDS,max,0.068000004
PINNELL,90m,GRAMINOIDS,mean,0.027643391
PINNELL,90m,LICHENS,max,0.077
PINNELL,90m,LICHENS,mean,0.018871456
PINNELL,90m,NON VEGETATED,max,0.093999997
PINNELL,90m,NON VEGETATED,mean,0.019525
PORCUPINECREEK,0m,BRYOPHYTES,max,0.075000003
PORCUPINECREEK,0m,BRYOPHYTES,mean,0.042000001
PORCUPINECREEK,0m,EVERGREEN SHRUBS,max,0.046999998
PORCUPINECREEK,0m,EVERGREEN SHRUBS,mean,0.035764706
PORCUPINECREEK,0m,GRAMINOIDS,max,0.097000003
PORCUPINECREEK,0m,GRAMINOIDS,mean,0.057651361
PORCUPINECREEK,0m,LICHENS,max,0.077
PORCUPINECREEK,0m,LICHENS,mean,0.049446809
PORCUPINECREEK,0m,TREES,max,0
PORCUPINECREEK,0m,TREES,mean,0
PORCUPINECREEK,10m,BRYOPHYTES,max,0.059999999
PORCUPINECREEK,10m,BRYOPHYTES,mean,0.03992
PORCUPINECREEK,10m,DECIDUOUS SHRUBS,max,0.068999998
PORCUPINECREEK,10m,DECIDUOUS SHRUBS,mean,0.047483871
PORCUPINECREEK,10m,EVERGREEN SHRUBS,max,0.068999998
PORCUPINECREEK,10m,EVERGREEN SHRUBS,mean,0.043160306
PORCUPINECREEK,10m,GRAMINOIDS,max,0.068000004
PORCUPINECREEK,10m,GRAMINOIDS,mean,0.041697479
PORCUPINECREEK,10m,LICHENS,max,0.067000002
PORCUPINECREEK,10m,LICHENS,mean,0.039818182
PORCUPINECREEK,10m,TREES,max,0.035
PORCUPINECREEK,10m,TREES,mean,0.0244
PORCUPINECREEK,20m,DECIDUOUS SHRUBS,max,0.147
PORCUPINECREEK,20m,DECIDUOUS SHRUBS,mean,0.09992233
PORCUPINECREEK,20m,EVERGREEN SHRUBS,max,0.150000006
PORCUPINECREEK,20m,EVERGREEN SHRUBS,mean,0.085853821
PORCUPINECREEK,20m,GRAMINOIDS,max,0.134000003
PORCUPINECREEK,20m,GRAMINOIDS,mean,0.063857143
PORCUPINECREEK,20m,LICHENS,max,0.064999998
PORCUPINECREEK,20m,LICHENS,mean,0.050285713
PORCUPINECREEK,20m,NON VEGETATED,max,0.045000002
PORCUPINECREEK,20m,NON VEGETATED,mean,0.045000002
PORCUPINECREEK,20m,TREES,max,0.037999999
PORCUPINECREEK,20m,TREES,mean,0.018428571
PORCUPINECREEK,30m,BRYOPHYTES,max,0.160999998
PORCUPINECREEK,30m,BRYOPHYTES,mean,0.160499997
PORCUPINECREEK,30m,DECIDUOUS SHRUBS,max,0.216999993
PORCUPINECREEK,30m,DECIDUOUS SHRUBS,mean,0.151249418
PORCUPINECREEK,30m,EVERGREEN SHRUBS,max,0.209999993
PORCUPINECREEK,30m,EVERGREEN SHRUBS,mean,0.094409357
PORCUPINECREEK,30m,GRAMINOIDS,max,0.152999997
PORCUPINECREEK,30m,GRAMINOIDS,mean,0.111578948
PORCUPINECREEK,30m,LICHENS,max,0.101000004
PORCUPINECREEK,30m,LICHENS,mean,0.086894737
PORCUPINECREEK,30m,TREES,max,0.165999994
PORCUPINECREEK,30m,TREES,mean,0.090896552
PORCUPINECREEK,40m,BRYOPHYTES,max,0.039999999
PORCUPINECREEK,40m,BRYOPHYTES,mean,0.038999999
PORCUPINECREEK,40m,DECIDUOUS SHRUBS,max,0.202000007
PORCUPINECREEK,40m,DECIDUOUS SHRUBS,mean,0.049830593
PORCUPINECREEK,40m,EVERGREEN SHRUBS,max,0.197999999
PORCUPINECREEK,40m,EVERGREEN SHRUBS,mean,0.045455099
PORCUPINECREEK,40m,GRAMINOIDS,max,0.211999997
PORCUPINECREEK,40m,GRAMINOIDS,mean,0.144735294
PORCUPINECREEK,40m,NON VEGETATED,max,0.180000007
PORCUPINECREEK,40m,NON VEGETATED,mean,0.03538806
PORCUPINECREEK,40m,TREES,max,0.206
PORCUPINECREEK,40m,TREES,mean,0.068095238
PORCUPINECREEK,50m,BRYOPHYTES,max,0.064000003
PORCUPINECREEK,50m,BRYOPHYTES,mean,0.029166667
PORCUPINECREEK,50m,DECIDUOUS SHRUBS,max,0.128000006
PORCUPINECREEK,50m,DECIDUOUS SHRUBS,mean,0.062144578
PORCUPINECREEK,50m,EVERGREEN SHRUBS,max,0.128000006
PORCUPINECREEK,50m,EVERGREEN SHRUBS,mean,0.057101215
PORCUPINECREEK,50m,GRAMINOIDS,max,0.098999999
PORCUPINECREEK,50m,GRAMINOIDS,mean,0.05326087
PORCUPINECREEK,50m,LICHENS,max,0.097999997
PORCUPINECREEK,50m,LICHENS,mean,0.040295454
PORCUPINECREEK,50m,NON VEGETATED,max,0.083999999
PORCUPINECREEK,50m,NON VEGETATED,mean,0.033784431
PORCUPINECREEK,60m,BRYOPHYTES,max,0.079000004
PORCUPINECREEK,60m,BRYOPHYTES,mean,0.041857144
PORCUPINECREEK,60m,DECIDUOUS SHRUBS,max,0.100000001
PORCUPINECREEK,60m,DECIDUOUS SHRUBS,mean,0.061993289
PORCUPINECREEK,60m,EVERGREEN SHRUBS,max,0.111000001
PORCUPINECREEK,60m,EVERGREEN SHRUBS,mean,0.05630043
PORCUPINECREEK,60m,GRAMINOIDS,max,0.111000001
PORCUPINECREEK,60m,GRAMINOIDS,mean,0.051704919
PORCUPINECREEK,60m,LICHENS,max,0.068000004
PORCUPINECREEK,60m,LICHENS,mean,0.0236
PORCUPINECREEK,60m,NON VEGETATED,max,0.096000001
PORCUPINECREEK,60m,NON VEGETATED,mean,0.027416667
PORCUPINECREEK,70m,BRYOPHYTES,max,0.046
PORCUPINECREEK,70m,BRYOPHYTES,mean,0.035000001
PORCUPINECREEK,70m,DECIDUOUS SHRUBS,max,0.138999999
PORCUPINECREEK,70m,DECIDUOUS SHRUBS,mean,0.077197183
PORCUPINECREEK,70m,EVERGREEN SHRUBS,max,0.108999997
PORCUPINECREEK,70m,EVERGREEN SHRUBS,mean,0.055958955
PORCUPINECREEK,70m,GRAMINOIDS,max,0.126000002
PORCUPINECREEK,70m,GRAMINOIDS,mean,0.04252514
PORCUPINECREEK,70m,LICHENS,max,0.075999998
PORCUPINECREEK,70m,LICHENS,mean,0.070499998
PORCUPINECREEK,70m,TREES,max,0.108999997
PORCUPINECREEK,70m,TREES,mean,0.07125
PORCUPINECREEK,80m,BRYOPHYTES,max,0.101000004
PORCUPINECREEK,80m,BRYOPHYTES,mean,0.0972
PORCUPINECREEK,80m,DECIDUOUS SHRUBS,max,0.052000001
PORCUPINECREEK,80m,DECIDUOUS SHRUBS,mean,0.046363637
PORCUPINECREEK,80m,EVERGREEN SHRUBS,max,0.101000004
PORCUPINECREEK,80m,EVERGREEN SHRUBS,mean,0.048621212
PORCUPINECREEK,80m,FORBS,max,0.056000002
PORCUPINECREEK,80m,FORBS,mean,0.024000001
PORCUPINECREEK,80m,GRAMINOIDS,max,0.112999998
PORCUPINECREEK,80m,GRAMINOIDS,mean,0.055414013
PORCUPINECREEK,80m,LICHENS,max,0.105999999
PORCUPINECREEK,80m,LICHENS,mean,0.048102857
PORCUPINECREEK,80m,NON VEGETATED,max,0.112000003
PORCUPINECREEK,80m,NON VEGETATED,mean,0.019559783
PORCUPINECREEK,90m,BRYOPHYTES,max,0.052999999
PORCUPINECREEK,90m,BRYOPHYTES,mean,0.03275
PORCUPINECREEK,90m,DECIDUOUS SHRUBS,max,0.093999997
PORCUPINECREEK,90m,DECIDUOUS SHRUBS,mean,0.051306452
PORCUPINECREEK,90m,EVERGREEN SHRUBS,max,0.107000001
PORCUPINECREEK,90m,EVERGREEN SHRUBS,mean,0.045936842
PORCUPINECREEK,90m,FORBS,max,0.061999999
PORCUPINECREEK,90m,FORBS,mean,0.061999999
PORCUPINECREEK,90m,GRAMINOIDS,max,0.107000001
PORCUPINECREEK,90m,GRAMINOIDS,mean,0.063248555
PORCUPINECREEK,90m,LICHENS,max,0.067000002
PORCUPINECREEK,90m,LICHENS,mean,0.041333333
PORCUPINECREEK,90m,NON VEGETATED,max,0.052000001
PORCUPINECREEK,90m,NON VEGETATED,mean,0.027478261
PORCUPINECREEK,90m,TREES,max,0.082000002
PORCUPINECREEK,90m,TREES,mean,0.07
PRINDLE,0m,BRYOPHYTES,max,0.090999998
PRINDLE,0m,BRYOPHYTES,mean,0.013275362
