id,site_code,quadrat_num,PFT,biomass_observed,biomass_predicted,metric
2294,PAGE,30m,EVERGREEN SHRUBS,105.568,70.43081169,fit
2295,PAGE,30m,EVERGREEN SHRUBS,105.568,58.41934212,lwr
2296,PAGE,30m,EVERGREEN SHRUBS,105.568,81.46943175,upr
2297,PAGE,30m,FORBS,31.232,43.3208655,ci
2298,PAGE,30m,FORBS,31.232,46.10965974,fit
2299,PAGE,30m,FORBS,31.232,29.09902695,lwr
2300,PAGE,30m,FORBS,31.232,68.9940173,upr
2301,PAGE,30m,GRAMINOIDS,0,3.739269483,ci
2302,PAGE,30m,GRAMINOIDS,0,9.418564298,fit
2303,PAGE,30m,GRAMINOIDS,0,6.082632679,lwr
2304,PAGE,30m,GRAMINOIDS,0,10.17441999,upr
2305,PAGE,30m,LICHENS,8.408,0,ci
2306,PAGE,30m,LICHENS,8.408,0,fit
2307,PAGE,30m,LICHENS,8.408,0,lwr
2308,PAGE,30m,LICHENS,8.408,0,upr
2309,PAGE,30m,TOTAL,216.296,105.5941868,ci
2310,PAGE,30m,TOTAL,216.296,197.2072038,fit
2311,PAGE,30m,TOTAL,216.296,148.8391424,lwr
2312,PAGE,30m,TOTAL,216.296,255.2777398,upr
2313,PAGE,50m,DECIDUOUS SHRUBS,56.396,21.57621094,ci
2314,PAGE,50m,DECIDUOUS SHRUBS,56.396,56.43016682,fit
2315,PAGE,50m,DECIDUOUS SHRUBS,56.396,45.12579695,lwr
2316,PAGE,50m,DECIDUOUS SHRUBS,56.396,67.8016156,upr
2317,PAGE,50m,EVERGREEN SHRUBS,85.864,39.37829814,ci
2318,PAGE,50m,EVERGREEN SHRUBS,85.864,96.47186152,fit
2319,PAGE,50m,EVERGREEN SHRUBS,85.864,78.36051623,lwr
2320,PAGE,50m,EVERGREEN SHRUBS,85.864,119.2089028,upr
2321,PAGE,50m,FORBS,12.912,6.9146295,ci
2322,PAGE,50m,FORBS,12.912,8.118580315,fit
2323,PAGE,50m,FORBS,12.912,6.111661365,lwr
2324,PAGE,50m,FORBS,12.912,13.41867957,upr
2325,PAGE,50m,LICHENS,36.456,0,ci
2326,PAGE,50m,LICHENS,36.456,0,fit
2327,PAGE,50m,LICHENS,36.456,0,lwr
2328,PAGE,50m,LICHENS,36.456,0,upr
2329,PAGE,50m,TOTAL,191.524,75.37000995,ci
2330,PAGE,50m,TOTAL,191.524,177.0255503,fit
2331,PAGE,50m,TOTAL,191.524,145.2788489,lwr
2332,PAGE,50m,TOTAL,191.524,221.8973741,upr
2333,PAGE,70m,DECIDUOUS SHRUBS,122.708,18.67271616,ci
2334,PAGE,70m,DECIDUOUS SHRUBS,122.708,45.99434364,fit
2335,PAGE,70m,DECIDUOUS SHRUBS,122.708,31.72942813,lwr
2336,PAGE,70m,DECIDUOUS SHRUBS,122.708,58.15382425,upr
2337,PAGE,70m,EVERGREEN SHRUBS,26.648,90.83290431,ci
2338,PAGE,70m,EVERGREEN SHRUBS,26.648,235.3592621,fit
2339,PAGE,70m,EVERGREEN SHRUBS,26.648,202.2260724,lwr
2340,PAGE,70m,EVERGREEN SHRUBS,26.648,291.4211463,upr
2341,PAGE,70m,FORBS,2.42,2.267324835,ci
2342,PAGE,70m,FORBS,2.42,3.061873198,fit
2343,PAGE,70m,FORBS,2.42,2.670504503,lwr
2344,PAGE,70m,FORBS,2.42,5.164664507,upr
2345,PAGE,70m,GRAMINOIDS,28.012,23.29837689,ci
2346,PAGE,70m,GRAMINOIDS,28.012,67.73819235,fit
2347,PAGE,70m,GRAMINOIDS,28.012,51.45239601,lwr
2348,PAGE,70m,GRAMINOIDS,28.012,73.73567779,upr
2349,PAGE,70m,LICHENS,0,0,ci
2350,PAGE,70m,LICHENS,0,0,fit
2351,PAGE,70m,LICHENS,0,0,lwr
2352,PAGE,70m,LICHENS,0,0,upr
2353,PAGE,70m,TOTAL,179.788,135.0713222,ci
2354,PAGE,70m,TOTAL,179.788,352.1536713,fit
2355,PAGE,70m,TOTAL,179.788,288.078401,lwr
2356,PAGE,70m,TOTAL,179.788,428.4753128,upr
2357,PAGE,90m,DECIDUOUS SHRUBS,59.652,28.11596858,ci
2358,PAGE,90m,DECIDUOUS SHRUBS,59.652,64.37489815,fit
2359,PAGE,90m,DECIDUOUS SHRUBS,59.652,55.10440547,lwr
2360,PAGE,90m,DECIDUOUS SHRUBS,59.652,79.98146032,upr
2361,PAGE,90m,EVERGREEN SHRUBS,203.64,56.1062756,ci
2362,PAGE,90m,EVERGREEN SHRUBS,203.64,153.9850385,fit
2363,PAGE,90m,EVERGREEN SHRUBS,203.64,124.9039127,lwr
2364,PAGE,90m,EVERGREEN SHRUBS,203.64,186.9521181,upr
2365,PAGE,90m,FORBS,3.46,6.212864597,ci
2366,PAGE,90m,FORBS,3.46,7.779135399,fit
2367,PAGE,90m,FORBS,3.46,4.640735201,lwr
2368,PAGE,90m,FORBS,3.46,9.808548002,upr
2369,PAGE,90m,GRAMINOIDS,14.724,10.80694124,ci
2370,PAGE,90m,GRAMINOIDS,14.724,25.46632993,fit
2371,PAGE,90m,GRAMINOIDS,14.724,18.12397206,lwr
2372,PAGE,90m,GRAMINOIDS,14.724,27.44760865,upr
2373,PAGE,90m,LICHENS,0,0,ci
2374,PAGE,90m,LICHENS,0,0,fit
2375,PAGE,90m,LICHENS,0,0,lwr
2376,PAGE,90m,LICHENS,0,0,upr
2377,PAGE,90m,TOTAL,281.476,101.24205,ci
2378,PAGE,90m,TOTAL,281.476,251.6054019,fit
2379,PAGE,90m,TOTAL,281.476,202.7730255,lwr
2380,PAGE,90m,TOTAL,281.476,304.189735,upr
2381,PEDRO,10m,DECIDUOUS SHRUBS,445.604,219.9888459,ci
2382,PEDRO,10m,DECIDUOUS SHRUBS,445.604,277.634214,fit
2383,PEDRO,10m,DECIDUOUS SHRUBS,445.604,178.708936,lwr
2384,PEDRO,10m,DECIDUOUS SHRUBS,445.604,400.9265306,upr
2385,PEDRO,10m,EVERGREEN SHRUBS,23.356,12.33965898,ci
2386,PEDRO,10m,EVERGREEN SHRUBS,23.356,13.09151342,fit
2387,PEDRO,10m,EVERGREEN SHRUBS,23.356,7.659914821,lwr
2388,PEDRO,10m,EVERGREEN SHRUBS,23.356,21.93767653,upr
2389,PEDRO,10m,FORBS,3.336,42.90968122,ci
2390,PEDRO,10m,FORBS,3.336,31.95559024,fit
2391,PEDRO,10m,FORBS,3.336,14.42766748,lwr
2392,PEDRO,10m,FORBS,3.336,53.53133716,upr
2393,PEDRO,10m,GRAMINOIDS,2.504,0.435086638,ci
2394,PEDRO,10m,GRAMINOIDS,2.504,0.566550612,fit
2395,PEDRO,10m,GRAMINOIDS,2.504,0.369890273,lwr
2396,PEDRO,10m,GRAMINOIDS,2.504,0.804976881,upr
2397,PEDRO,10m,LICHENS,6.796,0,ci
2398,PEDRO,10m,LICHENS,6.796,0,fit
2399,PEDRO,10m,LICHENS,6.796,0,lwr
2400,PEDRO,10m,LICHENS,6.796,0,upr
2401,PEDRO,10m,TOTAL,481.596,275.6732727,ci
2402,PEDRO,10m,TOTAL,481.596,323.2478683,fit
2403,PEDRO,10m,TOTAL,481.596,201.1664086,lwr
2404,PEDRO,10m,TOTAL,481.596,477.2005212,upr
2405,PEDRO,30m,DECIDUOUS SHRUBS,460.22,1161.060422,ci
2406,PEDRO,30m,DECIDUOUS SHRUBS,460.22,1491.662818,fit
2407,PEDRO,30m,DECIDUOUS SHRUBS,460.22,966.0401048,lwr
2408,PEDRO,30m,DECIDUOUS SHRUBS,460.22,2117.929421,upr
2409,PEDRO,30m,EVERGREEN SHRUBS,181.876,23.05542943,ci
2410,PEDRO,30m,EVERGREEN SHRUBS,181.876,26.88432887,fit
2411,PEDRO,30m,EVERGREEN SHRUBS,181.876,20.22150473,lwr
2412,PEDRO,30m,EVERGREEN SHRUBS,181.876,42.30303481,upr
2413,PEDRO,30m,FORBS,9.044,7.805985689,ci
2414,PEDRO,30m,FORBS,9.044,9.055492282,fit
2415,PEDRO,30m,FORBS,9.044,5.177366674,lwr
2416,PEDRO,30m,FORBS,9.044,14.17645645,upr
2417,PEDRO,30m,GRAMINOIDS,1.54,0.519743443,ci
2418,PEDRO,30m,GRAMINOIDS,1.54,0.490040898,fit
2419,PEDRO,30m,GRAMINOIDS,1.54,0.264622077,lwr
2420,PEDRO,30m,GRAMINOIDS,1.54,0.784365535,upr
2421,PEDRO,30m,LICHENS,0,0,ci
2422,PEDRO,30m,LICHENS,0,0,fit
2423,PEDRO,30m,LICHENS,0,0,lwr
2424,PEDRO,30m,LICHENS,0,0,upr
2425,PEDRO,30m,TOTAL,652.68,1192.441581,ci
2426,PEDRO,30m,TOTAL,652.68,1528.09268,fit
2427,PEDRO,30m,TOTAL,652.68,991.7035983,lwr
2428,PEDRO,30m,TOTAL,652.68,2175.193278,upr
2429,PEDRO,50m,DECIDUOUS SHRUBS,434.536,346.6760075,ci
2430,PEDRO,50m,DECIDUOUS SHRUBS,434.536,427.3250337,fit
2431,PEDRO,50m,DECIDUOUS SHRUBS,434.536,285.0879244,lwr
2432,PEDRO,50m,DECIDUOUS SHRUBS,434.536,640.8174719,upr
2433,PEDRO,50m,EVERGREEN SHRUBS,178.12,140.2385536,ci
2434,PEDRO,50m,EVERGREEN SHRUBS,178.12,144.344679,fit
2435,PEDRO,50m,EVERGREEN SHRUBS,178.12,81.20237676,lwr
2436,PEDRO,50m,EVERGREEN SHRUBS,178.12,215.8894777,upr
2437,PEDRO,50m,FORBS,7.672,16.0552782,ci
2438,PEDRO,50m,FORBS,7.672,10.42848787,fit
2439,PEDRO,50m,FORBS,7.672,4.819854014,lwr
2440,PEDRO,50m,FORBS,7.672,17.87192944,upr
2441,PEDRO,50m,GRAMINOIDS,3.588,5.185786955,ci
2442,PEDRO,50m,GRAMINOIDS,3.588,8.287846684,fit
2443,PEDRO,50m,GRAMINOIDS,3.588,4.576628596,lwr
2444,PEDRO,50m,GRAMINOIDS,3.588,12.50017944,upr
2445,PEDRO,50m,LICHENS,0,0,ci
2446,PEDRO,50m,LICHENS,0,0,fit
2447,PEDRO,50m,LICHENS,0,0,lwr
2448,PEDRO,50m,LICHENS,0,0,upr
2449,PEDRO,50m,TOTAL,623.916,508.1556262,ci
2450,PEDRO,50m,TOTAL,623.916,590.3860472,fit
2451,PEDRO,50m,TOTAL,623.916,375.6867838,lwr
2452,PEDRO,50m,TOTAL,623.916,887.0790584,upr
2453,PEDRO,70m,DECIDUOUS SHRUBS,978.484,1656.519312,ci
2454,PEDRO,70m,DECIDUOUS SHRUBS,978.484,2117.375955,fit
2455,PEDRO,70m,DECIDUOUS SHRUBS,978.484,1383.646946,lwr
2456,PEDRO,70m,DECIDUOUS SHRUBS,978.484,3048.922447,upr
2457,PEDRO,70m,EVERGREEN SHRUBS,514.236,146.4679493,ci
2458,PEDRO,70m,EVERGREEN SHRUBS,514.236,131.3696948,fit
2459,PEDRO,70m,EVERGREEN SHRUBS,514.236,72.44250355,lwr
2460,PEDRO,70m,EVERGREEN SHRUBS,514.236,209.6791309,upr
2461,PEDRO,70m,FORBS,19.672,137.3399906,ci
2462,PEDRO,70m,FORBS,19.672,142.200044,fit
2463,PEDRO,70m,FORBS,19.672,63.35935658,lwr
2464,PEDRO,70m,FORBS,19.672,198.9321976,upr
2465,PEDRO,70m,GRAMINOIDS,1.12,1.342374563,ci
2466,PEDRO,70m,GRAMINOIDS,1.12,3.742340446,fit
2467,PEDRO,70m,GRAMINOIDS,1.12,3.10124743,lwr
2468,PEDRO,70m,GRAMINOIDS,1.12,4.443622112,upr
2469,PEDRO,70m,LICHENS,0,0,ci
2470,PEDRO,70m,LICHENS,0,0,fit
2471,PEDRO,70m,LICHENS,0,0,lwr
2472,PEDRO,70m,LICHENS,0,0,upr
2473,PEDRO,70m,TOTAL,1513.512,1941.669626,ci
2474,PEDRO,70m,TOTAL,1513.512,2394.688034,fit
2475,PEDRO,70m,TOTAL,1513.512,1522.550053,lwr
2476,PEDRO,70m,TOTAL,1513.512,3461.977397,upr
2477,PEDRO,90m,DECIDUOUS SHRUBS,1032.072,515.0585331,ci
2478,PEDRO,90m,DECIDUOUS SHRUBS,1032.072,672.9302788,fit
2479,PEDRO,90m,DECIDUOUS SHRUBS,1032.072,429.2110019,lwr
2480,PEDRO,90m,DECIDUOUS SHRUBS,1032.072,957.3768601,upr
2481,PEDRO,90m,EVERGREEN SHRUBS,3.816,28.72345937,ci
2482,PEDRO,90m,EVERGREEN SHRUBS,3.816,29.65926313,fit
2483,PEDRO,90m,EVERGREEN SHRUBS,3.816,19.68665301,lwr
2484,PEDRO,90m,EVERGREEN SHRUBS,3.816,39.267123,upr
2485,PEDRO,90m,FORBS,6.136,7.06553264,ci
2486,PEDRO,90m,FORBS,6.136,5.401227325,fit
2487,PEDRO,90m,FORBS,6.136,6.562739231,lwr
2488,PEDRO,90m,FORBS,6.136,7.610039294,upr
2489,PEDRO,90m,GRAMINOIDS,4.136,0,ci
2490,PEDRO,90m,GRAMINOIDS,4.136,0,fit
2491,PEDRO,90m,GRAMINOIDS,4.136,0,lwr
2492,PEDRO,90m,GRAMINOIDS,4.136,0,upr
2493,PEDRO,90m,LICHENS,20.268,0,ci
2494,PEDRO,90m,LICHENS,20.268,0,fit
2495,PEDRO,90m,LICHENS,20.268,0,lwr
2496,PEDRO,90m,LICHENS,20.268,0,upr
2497,PEDRO,90m,TOTAL,1066.428,550.8475251,ci
2498,PEDRO,90m,TOTAL,1066.428,707.9907692,fit
2499,PEDRO,90m,TOTAL,1066.428,455.4603942,lwr
2500,PEDRO,90m,TOTAL,1066.428,1004.254022,upr
2501,PINNELL,10m,DECIDUOUS SHRUBS,68.076,4.701715477,ci
2502,PINNELL,10m,DECIDUOUS SHRUBS,68.076,14.16414385,fit
2503,PINNELL,10m,DECIDUOUS SHRUBS,68.076,9.904898293,lwr
2504,PINNELL,10m,DECIDUOUS SHRUBS,68.076,10.61606509,upr
2505,PINNELL,10m,EVERGREEN SHRUBS,78.308,42.87879313,ci
2506,PINNELL,10m,EVERGREEN SHRUBS,78.308,85.07591764,fit
2507,PINNELL,10m,EVERGREEN SHRUBS,78.308,68.97887087,lwr
2508,PINNELL,10m,EVERGREEN SHRUBS,78.308,115.6741204,upr
2509,PINNELL,10m,FORBS,0.388,0.165367007,ci
2510,PINNELL,10m,FORBS,0.388,0.347264469,fit
2511,PINNELL,10m,FORBS,0.388,0,lwr
2512,PINNELL,10m,FORBS,0.388,0.227631807,upr
2513,PINNELL,10m,GRAMINOIDS,1.36,5.747190325,ci
2514,PINNELL,10m,GRAMINOIDS,1.36,11.77486311,fit
2515,PINNELL,10m,GRAMINOIDS,1.36,9.091338853,lwr
2516,PINNELL,10m,GRAMINOIDS,1.36,16.16013498,upr
2517,PINNELL,10m,LICHENS,374.772,107.0218635,ci
2518,PINNELL,10m,LICHENS,374.772,194.1479253,fit
2519,PINNELL,10m,LICHENS,374.772,145.4559499,lwr
2520,PINNELL,10m,LICHENS,374.772,248.2845641,upr
2521,PINNELL,10m,TOTAL,522.904,160.5149294,ci
2522,PINNELL,10m,TOTAL,522.904,305.5101144,fit
2523,PINNELL,10m,TOTAL,522.904,233.431058,lwr
2524,PINNELL,10m,TOTAL,522.904,390.9625164,upr
2525,PINNELL,30m,DECIDUOUS SHRUBS,13.124,0.392893702,ci
2526,PINNELL,30m,DECIDUOUS SHRUBS,13.124,1.090192808,fit
2527,PINNELL,30m,DECIDUOUS SHRUBS,13.124,1.211181825,lwr
2528,PINNELL,30m,DECIDUOUS SHRUBS,13.124,1.54777269,upr
2529,PINNELL,30m,EVERGREEN SHRUBS,3.372,8.572117079,ci
2530,PINNELL,30m,EVERGREEN SHRUBS,3.372,18.8748545,fit
2531,PINNELL,30m,EVERGREEN SHRUBS,3.372,14.39335712,lwr
2532,PINNELL,30m,EVERGREEN SHRUBS,3.372,20.9620738,upr
2533,PINNELL,30m,FORBS,1.852,0,ci
2534,PINNELL,30m,FORBS,1.852,0,fit
2535,PINNELL,30m,FORBS,1.852,0,lwr
2536,PINNELL,30m,FORBS,1.852,0,upr
2537,PINNELL,30m,GRAMINOIDS,3.276,6.897537366,ci
2538,PINNELL,30m,GRAMINOIDS,3.276,13.35404203,fit
2539,PINNELL,30m,GRAMINOIDS,3.276,9.576986975,lwr
2540,PINNELL,30m,GRAMINOIDS,3.276,16.92166821,upr
2541,PINNELL,30m,LICHENS,369.408,32.89973634,ci
2542,PINNELL,30m,LICHENS,369.408,64.95125986,fit
2543,PINNELL,30m,LICHENS,369.408,50.21717424,lwr
2544,PINNELL,30m,LICHENS,369.408,79.97387984,upr
2545,PINNELL,30m,TOTAL,391.032,48.76228449,ci
2546,PINNELL,30m,TOTAL,391.032,98.2703492,fit
2547,PINNELL,30m,TOTAL,391.032,75.39870017,lwr
2548,PINNELL,30m,TOTAL,391.032,119.4053945,upr
2549,PINNELL,50m,DECIDUOUS SHRUBS,128.912,23.32653465,ci
2550,PINNELL,50m,DECIDUOUS SHRUBS,128.912,69.09922133,fit
2551,PINNELL,50m,DECIDUOUS SHRUBS,128.912,55.67082271,lwr
2552,PINNELL,50m,DECIDUOUS SHRUBS,128.912,80.63166423,upr
2553,PINNELL,50m,EVERGREEN SHRUBS,69.296,24.68074103,ci
2554,PINNELL,50m,EVERGREEN SHRUBS,69.296,54.11686964,fit
2555,PINNELL,50m,EVERGREEN SHRUBS,69.296,41.22900851,lwr
2556,PINNELL,50m,EVERGREEN SHRUBS,69.296,64.40472466,upr
2557,PINNELL,50m,FORBS,0,0,ci
2558,PINNELL,50m,FORBS,0,0,fit
2559,PINNELL,50m,FORBS,0,0,lwr
2560,PINNELL,50m,FORBS,0,0,upr
2561,PINNELL,50m,GRAMINOIDS,1.788,2.451873908,ci
2562,PINNELL,50m,GRAMINOIDS,1.788,4.528449477,fit
2563,PINNELL,50m,GRAMINOIDS,1.788,4.083875988,lwr
2564,PINNELL,50m,GRAMINOIDS,1.788,5.23644599,upr
2565,PINNELL,50m,LICHENS,47.74,0.001234753,ci
2566,PINNELL,50m,LICHENS,47.74,0.003156187,fit
2567,PINNELL,50m,LICHENS,47.74,3.006479648,lwr
2568,PINNELL,50m,LICHENS,47.74,0.949851806,upr
2569,PINNELL,50m,TOTAL,247.736,50.46038434,ci
2570,PINNELL,50m,TOTAL,247.736,127.7476966,fit
2571,PINNELL,50m,TOTAL,247.736,103.9901869,lwr
2572,PINNELL,50m,TOTAL,247.736,151.2226867,upr
2573,PINNELL,70m,DECIDUOUS SHRUBS,277.476,106.9019831,ci
2574,PINNELL,70m,DECIDUOUS SHRUBS,277.476,296.7392763,fit
2575,PINNELL,70m,DECIDUOUS SHRUBS,277.476,243.9281652,lwr
2576,PINNELL,70m,DECIDUOUS SHRUBS,277.476,355.4643965,upr
2577,PINNELL,70m,EVERGREEN SHRUBS,28.492,36.28356177,ci
2578,PINNELL,70m,EVERGREEN SHRUBS,28.492,73.84879104,fit
2579,PINNELL,70m,EVERGREEN SHRUBS,28.492,61.0587548,lwr
2580,PINNELL,70m,EVERGREEN SHRUBS,28.492,96.75317704,upr
2581,PINNELL,70m,FORBS,0,0.700629935,ci
2582,PINNELL,70m,FORBS,0,1.054439999,fit
2583,PINNELL,70m,FORBS,0,0.738747075,lwr
2584,PINNELL,70m,FORBS,0,1.439376995,upr
2585,PINNELL,70m,GRAMINOIDS,8.74,5.831592888,ci
2586,PINNELL,70m,GRAMINOIDS,8.74,13.55964415,fit
2587,PINNELL,70m,GRAMINOIDS,8.74,11.59855005,lwr
2588,PINNELL,70m,GRAMINOIDS,8.74,17.69042806,upr
2589,PINNELL,70m,LICHENS,276.892,74.26192312,ci
2590,PINNELL,70m,LICHENS,276.892,128.5779727,fit
2591,PINNELL,70m,LICHENS,276.892,93.73694071,lwr
2592,PINNELL,70m,LICHENS,276.892,161.7895931,upr
2593,PINNELL,70m,TOTAL,591.6,223.9796908,ci
2594,PINNELL,70m,TOTAL,591.6,513.7801242,fit
2595,PINNELL,70m,TOTAL,591.6,411.0611578,lwr
2596,PINNELL,70m,TOTAL,591.6,633.1369717,upr
2597,PINNELL,90m,DECIDUOUS SHRUBS,0,2.096173771,ci
2598,PINNELL,90m,DECIDUOUS SHRUBS,0,4.808553834,fit
2599,PINNELL,90m,DECIDUOUS SHRUBS,0,4.037741095,lwr
2600,PINNELL,90m,DECIDUOUS SHRUBS,0,6.361235663,upr
2601,PINNELL,90m,EVERGREEN SHRUBS,135.024,65.69811104,ci
2602,PINNELL,90m,EVERGREEN SHRUBS,135.024,145.2959327,fit
2603,PINNELL,90m,EVERGREEN SHRUBS,135.024,108.6054685,lwr
2604,PINNELL,90m,EVERGREEN SHRUBS,135.024,179.9394133,upr
2605,PINNELL,90m,FORBS,0.508,0.173847362,ci
2606,PINNELL,90m,FORBS,0.508,0.374680072,fit
2607,PINNELL,90m,FORBS,0.508,0.292797863,lwr
2608,PINNELL,90m,FORBS,0.508,0.466645211,upr
2609,PINNELL,90m,GRAMINOIDS,0.836,15.30761024,ci
2610,PINNELL,90m,GRAMINOIDS,0.836,31.42425452,fit
2611,PINNELL,90m,GRAMINOIDS,0.836,23.03221423,lwr
2612,PINNELL,90m,GRAMINOIDS,0.836,36.96575395,upr
2613,PINNELL,90m,LICHENS,171.504,77.6679431,ci
2614,PINNELL,90m,LICHENS,171.504,133.0926269,fit
2615,PINNELL,90m,LICHENS,171.504,102.6073313,lwr
2616,PINNELL,90m,LICHENS,171.504,174.0132565,upr
2617,PINNELL,90m,TOTAL,307.872,160.9436855,ci
2618,PINNELL,90m,TOTAL,307.872,314.9960481,fit
2619,PINNELL,90m,TOTAL,307.872,238.5755529,lwr
2620,PINNELL,90m,TOTAL,307.872,397.7463046,upr
2621,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,169.136,35.0548333,ci
2622,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,169.136,63.74752484,fit
2623,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,169.136,47.85413326,lwr
2624,PORCUPINECREEK,10m,DECIDUOUS SHRUBS,169.136,80.36494899,upr
2625,PORCUPINECREEK,10m,EVERGREEN SHRUBS,40.284,58.27368197,ci
2626,PORCUPINECREEK,10m,EVERGREEN SHRUBS,40.284,102.0458022,fit
2627,PORCUPINECREEK,10m,EVERGREEN SHRUBS,40.284,77.85538422,lwr
2628,PORCUPINECREEK,10m,EVERGREEN SHRUBS,40.284,132.6959788,upr
2629,PORCUPINECREEK,10m,FORBS,0,0,ci
2630,PORCUPINECREEK,10m,FORBS,0,0,fit
2631,PORCUPINECREEK,10m,FORBS,0,0,lwr
2632,PORCUPINECREEK,10m,FORBS,0,0,upr
2633,PORCUPINECREEK,10m,GRAMINOIDS,16.728,8.239381163,ci
2634,PORCUPINECREEK,10m,GRAMINOIDS,16.728,19.23035033,fit
2635,PORCUPINECREEK,10m,GRAMINOIDS,16.728,14.92046735,lwr
2636,PORCUPINECREEK,10m,GRAMINOIDS,16.728,25.04671865,upr
2637,PORCUPINECREEK,10m,LICHENS,61.424,24.86496862,ci
2638,PORCUPINECREEK,10m,LICHENS,61.424,28.81224649,fit
2639,PORCUPINECREEK,10m,LICHENS,61.424,15.23401069,lwr
2640,PORCUPINECREEK,10m,LICHENS,61.424,43.71360115,upr
2641,PORCUPINECREEK,10m,TOTAL,287.572,126.4328651,ci
2642,PORCUPINECREEK,10m,TOTAL,287.572,213.8359238,fit
2643,PORCUPINECREEK,10m,TOTAL,287.572,155.8639955,lwr
2644,PORCUPINECREEK,10m,TOTAL,287.572,281.8212476,upr
2645,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,282.416,233.4264876,ci
2646,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,282.416,442.5320656,fit
2647,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,282.416,333.7964385,lwr
2648,PORCUPINECREEK,30m,DECIDUOUS SHRUBS,282.416,565.9883957,upr
2649,PORCUPINECREEK,30m,EVERGREEN SHRUBS,405.816,82.02172819,ci
2650,PORCUPINECREEK,30m,EVERGREEN SHRUBS,405.816,155.9496661,fit
2651,PORCUPINECREEK,30m,EVERGREEN SHRUBS,405.816,114.4402396,lwr
2652,PORCUPINECREEK,30m,EVERGREEN SHRUBS,405.816,200.0296943,upr
2653,PORCUPINECREEK,30m,FORBS,0,0,ci
2654,PORCUPINECREEK,30m,FORBS,0,0,fit
2655,PORCUPINECREEK,30m,FORBS,0,0,lwr
2656,PORCUPINECREEK,30m,FORBS,0,0,upr
2657,PORCUPINECREEK,30m,GRAMINOIDS,9.368,4.571415924,ci
2658,PORCUPINECREEK,30m,GRAMINOIDS,9.368,9.549742192,fit
2659,PORCUPINECREEK,30m,GRAMINOIDS,9.368,8.736959055,lwr
2660,PORCUPINECREEK,30m,GRAMINOIDS,9.368,14.29058699,upr
2661,PORCUPINECREEK,30m,LICHENS,20.2,15.45676106,ci
2662,PORCUPINECREEK,30m,LICHENS,20.2,18.16553915,fit
2663,PORCUPINECREEK,30m,LICHENS,20.2,12.44154093,lwr
2664,PORCUPINECREEK,30m,LICHENS,20.2,25.37821549,upr
2665,PORCUPINECREEK,30m,TOTAL,717.8,335.4763927,ci
2666,PORCUPINECREEK,30m,TOTAL,717.8,626.1970131,fit
2667,PORCUPINECREEK,30m,TOTAL,717.8,469.415178,lwr
2668,PORCUPINECREEK,30m,TOTAL,717.8,805.6868925,upr
2669,PORCUPINECREEK,50m,DECIDUOUS SHRUBS,82.132,19.14961049,ci
2670,PORCUPINECREEK,50m,DECIDUOUS SHRUBS,82.132,33.92786971,fit
2671,PORCUPINECREEK,50m,DECIDUOUS SHRUBS,82.132,25.84805708,lwr
2672,PORCUPINECREEK,50m,DECIDUOUS SHRUBS,82.132,46.68673836,upr
2673,PORCUPINECREEK,50m,EVERGREEN SHRUBS,74.328,65.10577939,ci
2674,PORCUPINECREEK,50m,EVERGREEN SHRUBS,74.328,123.3637952,fit
2675,PORCUPINECREEK,50m,EVERGREEN SHRUBS,74.328,91.54541963,lwr
2676,PORCUPINECREEK,50m,EVERGREEN SHRUBS,74.328,152.0506988,upr
2677,PORCUPINECREEK,50m,GRAMINOIDS,13.992,12.2890129,ci
2678,PORCUPINECREEK,50m,GRAMINOIDS,13.992,23.15991818,fit
2679,PORCUPINECREEK,50m,GRAMINOIDS,13.992,17.24777119,lwr
2680,PORCUPINECREEK,50m,GRAMINOIDS,13.992,29.21963017,upr
2681,PORCUPINECREEK,50m,LICHENS,22.236,13.12087377,ci
2682,PORCUPINECREEK,50m,LICHENS,22.236,15.66413036,fit
2683,PORCUPINECREEK,50m,LICHENS,22.236,9.590988657,lwr
2684,PORCUPINECREEK,50m,LICHENS,22.236,22.91745892,upr
2685,PORCUPINECREEK,50m,TOTAL,192.688,109.6652766,ci
2686,PORCUPINECREEK,50m,TOTAL,192.688,196.1157134,fit
2687,PORCUPINECREEK,50m,TOTAL,192.688,144.2322366,lwr
2688,PORCUPINECREEK,50m,TOTAL,192.688,250.8745262,upr
2689,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,80.552,60.60885161,ci
2690,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,80.552,112.5728071,fit
2691,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,80.552,87.44622151,lwr
2692,PORCUPINECREEK,70m,DECIDUOUS SHRUBS,80.552,138.574938,upr
2693,PORCUPINECREEK,70m,EVERGREEN SHRUBS,62.408,61.95595471,ci
2694,PORCUPINECREEK,70m,EVERGREEN SHRUBS,62.408,127.0747242,fit
2695,PORCUPINECREEK,70m,EVERGREEN SHRUBS,62.408,94.48586664,lwr
2696,PORCUPINECREEK,70m,EVERGREEN SHRUBS,62.408,166.7214873,upr
